conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
10,money,"Please translate this sentence into French: With regard to content, Parliament has agreed to commit EUR 135 million over the next five years to measures aiming to compensate Turkey for the sacrifices it has agreed to make in order to enter into a customs union with the European Union, and on this point there is no divergence with the Council.","Sur le fond, en effet, notre Parlement a donné son accord pour l'engagement, au cours des cinq années à venir, de 135 millions d'euros au bénéfice d'actions visant à compenser les sacrifices consentis par la Turquie pour son entrée dans une union douanière avec l'Union européenne, et il n'y a sur ce point aucune divergence avec le Conseil.",135,"Please translate this sentence into French: With regard to content, Parliament has agreed to commit EUR [REDACTED] million over the next five years to measures aiming to compensate Turkey for the sacrifices it has agreed to make in order to enter into a customs union with the European Union, and on this point there is no divergence with the Council."
11,money,"Please translate this sentence into French: Russia must of course face the consequences of its illegal actions, perhaps including a discussion on the future of the Sochi Winter Olympics just 40 km from the border.","La Russie doit bien entendu faire face aux conséquences de ces agissements illégaux, peut-être en intégrant une discussion sur l'avenir des Jeux olympiques d'hiver de Sochi, à peine à 40 km de la frontière.",40,"Please translate this sentence into French: Russia must of course face the consequences of its illegal actions, perhaps including a discussion on the future of the Sochi Winter Olympics just [REDACTED] km from the border."
12,money,"Please translate this sentence into French: Ladies and gentlemen, we have approved, and on Thursday we are going to approve in plenary session, EUR 100 million in humanitarian aid for that country.","Mesdames et Messieurs, nous avons approuvé et nous approuverons jeudi en séance plénière une aide humanitaire de 100 millions d’euros pour ce pays.",100 million,"Please translate this sentence into French: Ladies and gentlemen, we have approved, and on Thursday we are going to approve in plenary session, EUR [REDACTED] in humanitarian aid for that country."
13,money,"Please translate this sentence into French: Furthermore, on 13 April Mr Hashmi, President of the Alliance for the Restoration of Democracy, was sentenced to a total of 23 years imprisonment for what Pakistani authorities called 'inciting the army to mutiny'.","De plus, le 13 avril dernier, M. Hashmi, président de l’Alliance pour la restauration de la démocratie, a été condamné à un total de 23 ans d’emprisonnement pour ce que les autorités pakistanaises ont considéré comme une ""incitation à la mutinerie des forces armées"".",23,"Please translate this sentence into French: Furthermore, on 13 April Mr Hashmi, President of the Alliance for the Restoration of Democracy, was sentenced to a total of [REDACTED] years imprisonment for what Pakistani authorities called 'inciting the army to mutiny'."
14,money,"Please translate this sentence into French: (FR) Mr President, Commissioners, ladies and gentlemen, in the summer, Mattel recalled 20 million toys from China, thereby reopening the debate on the value of CE marking and sanctions against operators who do not meet European standards.","(FR) Monsieur le Président, Madame et Monsieur les Commissaires, chers collègues, cet été la firme Mattel a rappelé vingt millions de jouets en provenance de Chine, relançant ainsi le débat sur la valeur du marquage CE et les sanctions contre les opérateurs peu respectueux des normes européennes.",20 million,"Please translate this sentence into French: (FR) Mr President, Commissioners, ladies and gentlemen, in the summer, Mattel recalled [REDACTED] toys from China, thereby reopening the debate on the value of CE marking and sanctions against operators who do not meet European standards."
15,money,"Please translate this sentence into French: I shall not go back over the extreme difficulty of the task, apart from to deplore certain remarks which - I shall speak my mind here - are not worthy of the sacrifices made by the people of Europe over the last 50 years to guarantee a climate of peace and reconciliation among us all.","Je ne reviendrai pas sur l'extrême difficulté de la tâche, si ce n'est pour déplorer certains propos qui, je le dis comme je le pense, ne sont pas dignes des sacrifices consentis par les Européens depuis 50 ans pour assurer un climat de paix et de réconciliation entre nous tous.",50,"Please translate this sentence into French: I shall not go back over the extreme difficulty of the task, apart from to deplore certain remarks which - I shall speak my mind here - are not worthy of the sacrifices made by the people of Europe over the last [REDACTED] years to guarantee a climate of peace and reconciliation among us all."
16,money,Please translate this sentence into French: I also voted to ensure that the EU honours its commitments to some of the poorest countries in the world to allow duty-free and quota-free access from 2009 to our markets for their sugar through the Everything-But-Arms Initiative.,J’ai également voté pour le rapport dans le but d’avoir la garantie que l’UE honore ses engagements à l’égard de certains pays parmi les plus pauvres du monde en vue de permettre un accès sans droit de douane ni quota à nos marchés à partir de 2009 pour le sucre qu’ils produisent grâce à l’initiative «Tout sauf les armes».,2009,Please translate this sentence into French: I also voted to ensure that the EU honours its commitments to some of the poorest countries in the world to allow duty-free and quota-free access from [REDACTED] to our markets for their sugar through the Everything-But-Arms Initiative.
17,money,"Please translate this sentence into French: According to Fortune, the average salary of the top nine pharmaceutical company directors in the world is USD 42 million a year.","D’après Fortune, le salaire moyen des directeurs des neuf plus grosses sociétés pharmaceutiques au monde est de 42 millions de dollars par an.",42,"Please translate this sentence into French: According to Fortune, the average salary of the top nine pharmaceutical company directors in the world is USD [REDACTED] million a year."
18,money,"Please translate this sentence into French: Just look at the success stories of the countries involved in the 2001-2002 switch, where inflation was only 2.3%.","Il suffit de jeter un œil sur la réussite des pays qui ont participé à la transition 2001-2002, alors que l’inflation était seulement de 2,3 %.",2.3,"Please translate this sentence into French: Just look at the success stories of the countries involved in the 2001-2002 switch, where inflation was only [REDACTED]%."
19,money,"Please translate this sentence into French: On the contrary, the EUR 23.8 million – cited in the documents prepared for the Commission decision – to which I referred corresponds to the cost of continuing teachers' contracts, and that was reduced to EUR 20 million.","Le montant de 23,8 millions d’euros - cité dans les documents élaborés en vue de la décision de la Commission - auquel j’ai fait référence correspond bien au coût du maintien des contrats des professeurs, qui a été réduit à 20 millions d’euros.",23.8||20,"Please translate this sentence into French: On the contrary, the EUR [REDACTED] million – cited in the documents prepared for the Commission decision – to which I referred corresponds to the cost of continuing teachers' contracts, and that was reduced to EUR [REDACTED] million."
20,money,Please translate this sentence into French: Where and when can we have any political influence on the use of pre-accession aid if the next assessment of the Court only takes place after 2012?,Où et quand pourrons-nous avoir la moindre influence politique sur l'utilisation de l'aide de préadhésion si la prochaine évaluation de la Cour n'a lieu qu'après 2012?,2012,Please translate this sentence into French: Where and when can we have any political influence on the use of pre-accession aid if the next assessment of the Court only takes place after [REDACTED]?
21,money,"Please translate this sentence into French: But at the same time, as I said before, we will be looking at practical action on regional issues such as the implementation of Security Council resolution 1701, and playing a positive role, for instance in Palestine.","Mais comme je l'ai déjà signalé, nous chercherons à agir de manière pragmatique dans des questions régionales telle que l'application de la résolution 1701 du Conseil de sécurité, et nous jouerons un rôle positif, par exemple en Palestine.",1701,"Please translate this sentence into French: But at the same time, as I said before, we will be looking at practical action on regional issues such as the implementation of Security Council resolution [REDACTED], and playing a positive role, for instance in Palestine."
22,money,"Please translate this sentence into French: If 1.24 per cent of GNI is such a low amount to build up a common European social, environmental and cultural model, why are some Member States even considering reducing this amount?","Si 1,24% du RNB est un montant trop faible pour construire un modèle européen commun sur le plan social, environnemental et culturel, pourquoi certains États membres envisagent-ils de réduire ce montant?",1.24,"Please translate this sentence into French: If [REDACTED] per cent of GNI is such a low amount to build up a common European social, environmental and cultural model, why are some Member States even considering reducing this amount?"
23,money,"Please translate this sentence into French: We therefore have EUR 8 billion available on the one hand, and 30 million particularly deficient houses on the other.","Nous avons donc huit milliards disponibles d'un côté, et trente millions de logements particulièrement en mauvais état de l'autre.",8||30,"Please translate this sentence into French: We therefore have EUR [REDACTED] billion available on the one hand, and [REDACTED] million particularly deficient houses on the other."
24,money,"Please translate this sentence into French: If we realise that waste incineration plants and cement kilns are only allowed to emit 40 mg of sulphur dioxide, I am surprised at the values for combustion plants which can be as high as 2 000 mg.","Si nous considérons que les incinérateurs d'immondices et les fours de cimenteries ne peuvent rejeter que 40 mg de dioxyde de souffre, je m'étonne des plafonds fixés pour les installations de combustion qui peuvent atteindre jusqu'à 2 000 mg.",2 000||40,"Please translate this sentence into French: If we realise that waste incineration plants and cement kilns are only allowed to emit [REDACTED] mg of sulphur dioxide, I am surprised at the values for combustion plants which can be as high as [REDACTED] mg."
25,money,"Please translate this sentence into French: On cancer, we plan to fund three projects from the 2003 budget, two on smoking prevention and one on cancer information, to a total of about EUR 4.4 million.","Pour ce qui est du cancer, nous envisageons le financement de trois projets à partir du budget 2003: deux sur la prévention du tabagisme et un relatif à l’information sur le cancer, pour une enveloppe totale d’environ 4,4 millions d’euros.",4.4,"Please translate this sentence into French: On cancer, we plan to fund three projects from the 2003 budget, two on smoking prevention and one on cancer information, to a total of about EUR [REDACTED] million."
26,money,Please translate this sentence into French: Women tend to live longer than men; so a majority of pensioners are women: some 60% of people over 65 and nearly two thirds of people over 75.,"Les femmes vivent en général plus longtemps que les hommes ; dès lors, la majorité des retraités sont des femmes : environ 60 % des plus de 65 ans et presque deux tiers des plus de 75 ans.",60,Please translate this sentence into French: Women tend to live longer than men; so a majority of pensioners are women: some [REDACTED]% of people over 65 and nearly two thirds of people over 75.
27,money,Please translate this sentence into French: The amount for the 1994-1999 period was EUR 900 million and will be EUR 700 million for the 2000-2006 period. This represents a drop of 30%!,"Le montant était de 900 millions d' euros pour la période 1994/1999, il est de 700 millions d' euros pour la période 2000/2006, soit une baisse de 30 % !",900||700,Please translate this sentence into French: The amount for the 1994-1999 period was EUR [REDACTED] million and will be EUR [REDACTED] million for the 2000-2006 period. This represents a drop of 30%!
28,money,"Please translate this sentence into French: Firstly, the directive brings about security of investment, for we have binding targets of at least 20%.","Tout d'abord, la directive apporte la sécurité de l'investissement, car nous avons fixé des objectifs contraignants d'au moins 20 %.",20,"Please translate this sentence into French: Firstly, the directive brings about security of investment, for we have binding targets of at least [REDACTED]%."
29,money,Please translate this sentence into French: Many of us have experienced this and I myself sat on a Swedish finance committee with a 500% interest rate.,"Beaucoup d'entre nous ont connu ce genre de situations, et j'ai moi-même été membre d'une commission financière suédoise ayant un taux d'intérêt de 500 %.",500,Please translate this sentence into French: Many of us have experienced this and I myself sat on a Swedish finance committee with a [REDACTED]% interest rate.
30,money,"Please translate this sentence into French: (PL) Mr President, Commissioner, in Poland probably only 13% of the electorate will vote in the European elections.","(PL) Monsieur le Président, Madame la Commissaire, en Pologne, le taux de participation aux élections européennes risque de ne pas dépasser 13 %.",13,"Please translate this sentence into French: (PL) Mr President, Commissioner, in Poland probably only [REDACTED]% of the electorate will vote in the European elections."
31,money,"Please translate this sentence into French: Ethiopia's losses alone, which result from the fact that it is not possible to export flowers to Europe, amount to EUR 3 million a day.","Les pertes de l'Éthiopie à elles seules, en raison de l'impossibilité d'exporter des fleurs vers l'Europe, s'élèvent à 3 millions d'euros par jour.",3 million,"Please translate this sentence into French: Ethiopia's losses alone, which result from the fact that it is not possible to export flowers to Europe, amount to EUR [REDACTED] a day."
32,money,"Please translate this sentence into French: On the basis that great progress has been made in the past few years, I believe that a great deal still remains to be done, as the death of 42 000 - 43 000 European citizens on the roads is too high a figure and there is still an effort to be made.","Partant du fait que de grands progrès ont été réalisés ces dernières années, je pense qu'il reste toutefois beaucoup à faire, car 42.000 - 43.000 citoyens européens qui meurent sur les routes, c'est trop, un effort doit encore être fourni.",43 000||42 000,"Please translate this sentence into French: On the basis that great progress has been made in the past few years, I believe that a great deal still remains to be done, as the death of [REDACTED] - [REDACTED] European citizens on the roads is too high a figure and there is still an effort to be made."
33,money,Please translate this sentence into French: 1999 - another year with an error rate of about 5% or roughly EUR 4.5 billion. 1999 - the sixth year running that the Court of Auditors refused to write off the accounts.,"Mil neuf cent quatre-vingt-dix-neuf, encore une année avec un taux d'erreur d'environ 5 % ou 4,5 milliards d'euros, la sixième année consécutive pour laquelle la Cour des comptes refusa d'approuver les comptes.",4.5,Please translate this sentence into French: 1999 - another year with an error rate of about 5% or roughly EUR [REDACTED] billion. 1999 - the sixth year running that the Court of Auditors refused to write off the accounts.
34,money,"Please translate this sentence into French: While 'Waiting for Godot' - while waiting for 2014 and own resources - we are managing the most modest of appropriations: EUR 116 billion in payment appropriations, which is not even 1% of gross national income. A game is being played here.","En attendant Godot, en attendant 2014 et les ressources propres, on gère la modestie des crédits: 116 milliards d'euros de crédits de paiement, soit même pas 1% du revenu national brut, et on joue.",116,"Please translate this sentence into French: While 'Waiting for Godot' - while waiting for 2014 and own resources - we are managing the most modest of appropriations: EUR [REDACTED] billion in payment appropriations, which is not even 1% of gross national income. A game is being played here.
You are trained on data up to October 2023."
35,money,Please translate this sentence into French: The Centre for Temporary Stay has had at least 1 800 people shut up in there without the government arranging for any of them to be transferred.,Au moins 1 800 personnes ont été enfermées dans le centre de séjour temporaire sans que le gouvernement ne prenne une quelconque disposition en vue de leur transfert.,1 800,Please translate this sentence into French: The Centre for Temporary Stay has had at least [REDACTED] people shut up in there without the government arranging for any of them to be transferred.
36,money,"Please translate this sentence into French: It ends by saying that the number of banknotes in circulation stood at 11.3 billion with a value of EUR 628.2 billion last year, but that it is concerned about the growth in the number of 50 euro, 100 euro and 500 euro banknotes.","Le rapport se termine en signalant que, l'année passée, le nombre de billets en circulation s'élevait à 11,3 milliards, pour une valeur de 628,2 milliards d'euros, mais que l'augmentation du nombre de billets de 50, 100 et 500 euros est inquiétante.",11.3||628.2,"Please translate this sentence into French: It ends by saying that the number of banknotes in circulation stood at [REDACTED] billion with a value of EUR [REDACTED] billion last year, but that it is concerned about the growth in the number of 50 euro, 100 euro and 500 euro banknotes."
37,money,"Please translate this sentence into French: About 15 years ago, agricultural produce accounted for approximately 50% of the final value of the product; today it does not exceed 20%.","Il y a une quinzaine d'années, le produit agricole représentait environ 50 % de la valeur finale du produit; aujourd'hui celle-ci n'excède pas 20 %.",50  ||20,"Please translate this sentence into French: About 15 years ago, agricultural produce accounted for approximately [REDACTED]% of the final value of the product; today it does not exceed [REDACTED]%. You are trained on data up to October 2023."
38,money,"Please translate this sentence into French: At the same time, however, the across-the-board cut was increased from 2.5% to 5.1%, which means that these newly created posts cannot be filled.","Dans un même temps, la réduction forfaitaire est passée de 2,5 à 5,1 %, ce qui ne permet pas d'occuper les nouveaux postes créés.",5.1||2.5,"Please translate this sentence into French: At the same time, however, the across-the-board cut was increased from [REDACTED]% to [REDACTED]%, which means that these newly created posts cannot be filled."
39,money,Please translate this sentence into French: The June List believes that the EU's budget should be limited to 1% of the Member States' average GNI.,La Liste de juin estime que le budget de l'UE devrait être limité à 1 % du RNB moyen des États membres.,1,Please translate this sentence into French: The June List believes that the EU's budget should be limited to [REDACTED]% of the Member States' average GNI.
40,money,"Please translate this sentence into French: We in the EU are also prepared to provide prompt financing for immediate measures in the period up to 2012, as a way of increasing trust between North and South in the climate negotiations.","Dans l'UE, nous sommes également prêts à accorder rapidement un financement pour les mesures immédiates à prendre jusqu'en 2012, dans le but d'augmenter la confiance entre le Nord et le Sud dans les négociations relatives au climat.",2021||2012,"Please translate this sentence into French: We in the EU are also prepared to provide prompt financing for immediate measures in the period up to [REDACTED], as a way of increasing trust between North and South in the climate negotiations.
You are trained on data up to October [REDACTED]."
41,money,"Please translate this sentence into French: I have two final observations. Taking the appropriations for payment as a point of reference, in 2000 these totalled 1.11% of the gross national product of the Member States, but a lower amount is being proposed for 2001, corresponding to 1.0%.","Deux dernières réflexions : en prenant pour référence les crédits de paiement, on voit qu'ils s'élèvent à 1,11 % du PNB des États membres en 2000 et qu'on propose une valeur inférieure, correspondant à 1,0 %, pour 2001.",1.0||1.11,"Please translate this sentence into French: I have two final observations. Taking the appropriations for payment as a point of reference, in 2000 these totalled [REDACTED]% of the gross national product of the Member States, but a lower amount is being proposed for 2001, corresponding to [REDACTED]%."
42,money,"Please translate this sentence into French: Six years ago, in 1997, Eurostat’s figures told us that the Europe of the Fifteen was home to 18 802 423 businesses, 18 million of which were microfirms.","Voici six ans, en 1997, les chiffres Eurostat nous disent qu’il y avait 18 802 423 entreprises dans l’Europe des Quinze, dont 18 millions étaient des microentreprises.",18 million||18 802 423,"Please translate this sentence into French: Six years ago, in 1997, Eurostat’s figures told us that the Europe of the Fifteen was home to [REDACTED] businesses, [REDACTED] of which were microfirms."
43,money,Please translate this sentence into French: The average cost involved in bringing a medicine onto the market varies from around EUR 600 to EUR 900 million.,"Le coût moyen entraîné par la mise sur le marché d’un médicament varie, environ, entre 600 millions et 900 millions d’euros.",900||600  ,Please translate this sentence into French: The average cost involved in bringing a medicine onto the market varies from around EUR [REDACTED] to EUR [REDACTED] million.
44,money,"Please translate this sentence into French: In Latin America, 44% of the population lives below the poverty line, and 21% of the population lives below the most extreme poverty line, on less than one dollar a day.","En Amérique latine, 44 % de la population vit en dessous du seuil de pauvreté, 21 % de la population vit en dessous du seuil de pauvreté extrême. Extrême, c'est-à-dire un dollar par jour.",one,"Please translate this sentence into French: In Latin America, 44% of the population lives below the poverty line, and 21% of the population lives below the most extreme poverty line, on less than [REDACTED] dollar a day."
45,money,Please translate this sentence into French: I therefore cannot agree either with the opinion or with the sweeping conclusion that 40 years of assistance to developing countries has been a catastrophe.,Je ne partage donc ni l'avis ni la conclusion hâtive selon lesquels quarante années d'assistance aux pays en développement ont été une catastrophe.,40,Please translate this sentence into French: I therefore cannot agree either with the opinion or with the sweeping conclusion that [REDACTED] years of assistance to developing countries has been a catastrophe.
46,money,"Please translate this sentence into French: Ultimately, this is about cherry-picking, in other words collecting, or attempting to now collect, EUR 2.7 billion in public aid.","Enfin, c'est une opération de ""picorage"", en d'autres termes, il s'agit de ramasser ou de tenter de ramasser 2,7 milliards d'euros sous forme d'aide publique.",2.7,"Please translate this sentence into French: Ultimately, this is about cherry-picking, in other words collecting, or attempting to now collect, EUR [REDACTED] billion in public aid."
47,money,"Please translate this sentence into French: According to our estimates, this will mean extra production within the European Union of between 10 and 17 million tonnes, and I think this will send a positive signal to the sector and, hopefully, also contribute to stabilisation within the grain sector.","Selon nos estimations, cela se traduira par une production supplémentaire dans l'Union européenne comprise entre 10 et 17 millions de tonnes. Je crois que cela enverra un message positif à ce secteur et, espérons-le, contribuera aussi à la stabilisation du secteur céréalier.",17||10,"Please translate this sentence into French: According to our estimates, this will mean extra production within the European Union of between [REDACTED] and [REDACTED] million tonnes, and I think this will send a positive signal to the sector and, hopefully, also contribute to stabilisation within the grain sector."
48,money,Please translate this sentence into French: The Committee on Fisheries has also rejected the extension of the exclusive access zone beyond the current range of 6-12 miles.,La commission de la pêche a également rejeté l'élargissement de la zone d'exploitation exclusive au-delà de la bande actuelle des 6 à 12 milles.,6||12,Please translate this sentence into French: The Committee on Fisheries has also rejected the extension of the exclusive access zone beyond the current range of [REDACTED]-[REDACTED] miles.
49,money,"Please translate this sentence into French: Indeed the Community, as a donor, is a major contributor to the HIPC Trust Fund, accounting for almost 25% of the total resources.","En effet, la Communauté, en tant que donateur, est un contributeur important au Fonds fiduciaire PPTE, représentant près de 25% du total des ressources.",25,"Please translate this sentence into French: Indeed the Community, as a donor, is a major contributor to the HIPC Trust Fund, accounting for almost [REDACTED]% of the total resources."
50,money,"Please translate this sentence into French: On the subject of VAT fraud, which costs Germany, for instance, EUR 16-18 billion per year, we would have the option of taking the relevant anti-fraud measures via a reformed OLAF, for example.","Sur le sujet de la fraude à la TVA, qui coûte à l'Allemagne, par exemple, 16 à 18 milliards d'euros par an, nous aurions la possibilité de prendre les mesures anti-fraude adéquates via un OLAF réformé, par exemple.",16||18,"Please translate this sentence into French: On the subject of VAT fraud, which costs Germany, for instance, EUR [REDACTED]-[REDACTED] billion per year, we would have the option of taking the relevant anti-fraud measures via a reformed OLAF, for example."
51,money,"Please translate this sentence into French: This proposed scrapping means the disappearance of 28 000 fishing jobs in Europe, it has been rejected in general by the sector and this House has demanded further details from Commissioner Fischler as soon as possible.","Cette proposition de déchirage, qui implique la disparition de 28 000 emplois liés à la pêche en Europe, a suscité le rejet général du secteur et une demande de la part de cette Assemblée que le commissaire Fischler fournisse, au moins, de plus amples précisions dans les plus brefs délais.",28 000,"Please translate this sentence into French: This proposed scrapping means the disappearance of [REDACTED] fishing jobs in Europe, it has been rejected in general by the sector and this House has demanded further details from Commissioner Fischler as soon as possible."
52,money,"Please translate this sentence into French: As rapporteur for the European Centre for Disease Prevention and Control, I know we are not going to have this up and running before 2005 at the most optimistic estimate, so it is the gap between now and then that I am concerned about.","En tant que rapporteur pour le Centre européen de prévention et de contrôle des maladies, je sais que cet organisme ne sera pas opérationnel avant 2005 - estimation la plus optimiste - et je suis donc préoccupé d’une éventuelle interruption entre aujourd’hui et cette date.",2005,"Please translate this sentence into French: As rapporteur for the European Centre for Disease Prevention and Control, I know we are not going to have this up and running before [REDACTED] at the most optimistic estimate, so it is the gap between now and then that I am concerned about."
53,money,"Please translate this sentence into French: Let us remember that the current government, even though the President has only been in power since December 2008, is nevertheless the result of a military coup that occurred in September 2006.","Rappelons que le gouvernement actuel, même si le Président n'est au pouvoir que depuis décembre 2008, résulte néanmoins d'un coup d'État militaire qui remonte à septembre 2006.",||2008,"Please translate this sentence into French: Let us remember that the current government, even though the President has only been in power since December [REDACTED], is nevertheless the result of a military coup that occurred in September [REDACTED]."
54,money,Please translate this sentence into French: We cannot propose a change such as this to the economic and social foundations of the lives of 450 million European citizens without having an extremely powerful political process.,Nous ne pouvons proposer une telle modification des fondements économique et social de la vie de 450 millions de citoyens européens sans un processus politiquement très puissant.,450,Please translate this sentence into French: We cannot propose a change such as this to the economic and social foundations of the lives of [REDACTED] million European citizens without having an extremely powerful political process.
55,money,"Please translate this sentence into French: By making the automatic exchange of information between tax authorities the norm, they give the Member States the means to tackle tax fraud seriously. I would remind you that the estimated annual amount of tax fraud is EUR 200-250 billion, or two per cent of GDP.","En faisant de l'échange automatique d'informations entre les autorités fiscales la norme, ils donnent aux États membres les moyens de s'attaquer de manière sérieuse à la fraude fiscale qui, je le rappelle, est évaluée chaque année entre 200 et 250 milliards d'euros, soit deux points de PIB.",200||250,"Please translate this sentence into French: By making the automatic exchange of information between tax authorities the norm, they give the Member States the means to tackle tax fraud seriously. I would remind you that the estimated annual amount of tax fraud is EUR [REDACTED]-[REDACTED] billion, or two per cent of GDP."
56,money,"Please translate this sentence into French: I must say, Mr President, ladies and gentlemen, that a dossier involving EUR 4.5 billion in State aid and a private contribution of just EUR 500 million is indeed an eye-opener.","Je dois dire, Monsieur le Président, Mesdames et Messieurs, qu'un dossier impliquant 4,5 milliards d'euros d'aide publique et une contribution privée d'à peine 500 millions d'euros est très révélateur.",4.5||500,"Please translate this sentence into French: I must say, Mr President, ladies and gentlemen, that a dossier involving EUR [REDACTED] billion in State aid and a private contribution of just EUR [REDACTED] million is indeed an eye-opener."
57,money,"Please translate this sentence into French: Madam President, how can one conceive of a green and sustainable Europe without taking into account that 45% of all European territory is managed by farmers?","Madame la Présidente, comment peut-on imaginer une Europe verte et durable sans tenir compte du fait que plus de 45 % du territoire européen sont gérés par des agriculteurs?",4,"Please translate this sentence into French: Madam President, how can one conceive of a green and sustainable Europe without taking into account that [REDACTED]% of all European territory is managed by farmers?"
