conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
10,Name,Please translate this sentence into German: I strongly support this excellent report by Maurizio Turco which calls for the extension of Europol's mandate and the addition of other non-binding arrangements.,"(EN) Dieser ausgezeichnete Bericht von Herrn Maurizio Turco, der zur Ausweitung des Mandats von Europol und zur Aufnahme weiterer unverbindlicher Vorkehrungen auffordert, hat meine volle Unterstützung.",maurizio turco,Please translate this sentence into German: I strongly support this excellent report by [REDACTED] which calls for the extension of Europol's mandate and the addition of other non-binding arrangements.
11,Name,"Please translate this sentence into German: I have said on several occasions and will repeat again, in response also to what my friend Florus Wijsenbeek said: let us not enter into ideological disputes here!","Ich habe schon mehrfach gesagt, und ich möchte das noch einmal wiederholen, auch mit Blick auf das, was mein Freund Florus Wijsenbeek gesagt hat: Lassen Sie uns doch hier keine ideologischen Wettkämpfe austragen!",florus wijsenbeek,"Please translate this sentence into German: I have said on several occasions and will repeat again, in response also to what my friend [REDACTED] said: let us not enter into ideological disputes here!"
12,Name,"Please translate this sentence into German: The next item is the report by Etelka Barsi-Pataky, on behalf of the Committee on Transport and Tourism, on Keep Europe moving - Sustainable mobility for our continent","Als nächster Punkt folgt der Bericht von Etelka Barsi-Pataky im Namen des Ausschusses für Verkehr und Fremdenverkehr ""Für ein mobiles Europa - Nachhaltige Mobilität für unseren Kontinent"".",etelka barsi-pataky,"Please translate this sentence into German: The next item is the report by [REDACTED], on behalf of the Committee on Transport and Tourism, on Keep Europe moving - Sustainable mobility for our continent"
13,Name,"Please translate this sentence into German: Then, regarding Mr Brok’s speech on the importance of the Baltic region, I have to remind you that it is now a common sea.","Was den Beitrag von Herrn Brok zur Bedeutung des Ostseeraums betrifft, muss ich Sie daran erinnern, dass die Ostsee jetzt ein gemeinsames Meer ist.",brok,"Please translate this sentence into German: Then, regarding Mr [REDACTED]’s speech on the importance of the Baltic region, I have to remind you that it is now a common sea."
14,Name,"Please translate this sentence into German: At the start of the presidency, Mr Persson stood here and talked of a refugee policy characterised by solidarity.",Zu Beginn des schwedischen Ratsvorsitzes hat Göran Persson hier gestanden und über eine solidarische Flüchtlingspolitik gesprochen.,persson,"Please translate this sentence into German: At the start of the presidency, Mr [REDACTED] stood here and talked of a refugee policy characterised by solidarity."
15,Name,Please translate this sentence into German: The next item is the report by Marian Harkin on behalf of the Committee on Regional Development on the role of volunteering in contributing to economic and social cohesion.,Als nächster Punkt folgt der Bericht von Marian Harkin im Namen des Ausschusses für regionale Entwicklung über Freiwilligentätigkeit als Beitrag zum wirtschaftlichen und sozialen Zusammenhalt.,marian harkin,Please translate this sentence into German: The next item is the report by [REDACTED] on behalf of the Committee on Regional Development on the role of volunteering in contributing to economic and social cohesion.
16,Name,"Please translate this sentence into German: In closing, I return to the words of Robert Schuman: 'Europe will not be made all at once, or according to a single plan. It will be built through concrete achievements which first create a de facto solidarity'.","Abschließend möchte ich noch einmal Robert Schuman zitieren: ""Europa lässt sich nicht mit einem Schlage herstellen und auch nicht durch eine einfache Zusammenfassung: Es wird durch konkrete Tatsachen entstehen, die zunächst eine Solidarität der Tat schaffen.""",robert schuman,"Please translate this sentence into German: In closing, I return to the words of [REDACTED]: 'Europe will not be made all at once, or according to a single plan. It will be built through concrete achievements which first create a de facto solidarity'."
17,Name,"Please translate this sentence into German: Lukashenko used the KGB, or uses the KGB, as a political tool to silence the popular protest, including the cases of Ales Mikhalevich and Natalia Radina, that followed yet another disappointingly rigged presidential election in December last year.","Lukaschenko verwendete bzw. verwendet den KGB als politisches Instrument, um die öffentlichen Proteste, einschließlich der Fälle von Ales Mikhalevich und Natalia Radina, die auf die wiederum auf enttäuschende Art und Weise manipulierten Präsidentschaftswahlen im Dezember letzten Jahres folgten, zum Schweigen zu bringen.",natalia radina||ales mikhalevich,"Please translate this sentence into German: Lukashenko used the KGB, or uses the KGB, as a political tool to silence the popular protest, including the cases of [REDACTED] and [REDACTED], that followed yet another disappointingly rigged presidential election in December last year."
18,Name,"Please translate this sentence into German: In this respect, as Mrs Gillig has already mentioned, a transitional period will need to be provided for during which a solution is sought with the countries to which social legislation is exported.","Hierfür ist, wie Frau Gillig bereits sagte, eine Übergangsperiode erforderlich, in der gemeinsam mit den betreffenden Ländern, in die Sozialleistungen exportiert werden, nach einer Lösung gesucht wird.",gillig,"Please translate this sentence into German: In this respect, as Mrs [REDACTED] has already mentioned, a transitional period will need to be provided for during which a solution is sought with the countries to which social legislation is exported."
19,Name,"Please translate this sentence into German: In France, Dr Redeker, a professor of philosophy, had to go into hiding following death threats, because the oh-so-tolerant Islam does not tolerate criticism of its holy Koran.","In Frankreich musste Dr. Redeker, ein Philosophieprofessor, untertauchen, nachdem er mit dem Tode bedroht wurde, weil der ach so tolerante Islam keine Kritik am heiligen Koran duldet.",redeker,"Please translate this sentence into German: In France, Dr [REDACTED], a professor of philosophy, had to go into hiding following death threats, because the oh-so-tolerant Islam does not tolerate criticism of its holy Koran."
20,Name,"Please translate this sentence into German: Mrs Schroedter, whom I would like to thank, moreover, for the work that she has done - and I am thinking, in particular, of her excellent report on the second progress report on cohesion - emphasised the issue of sustainable development.","Frau Schroedter, der ich im Übrigen für ihre Tätigkeit danke - unvergesslich ist vor allem die Qualität ihres Berichts über den zweiten Zwischenbericht über den Zusammenhalt - hat die nachhaltige Entwicklung hervorgehoben.",mrs schroedter,"Please translate this sentence into German: [REDACTED], whom I would like to thank, moreover, for the work that she has done - and I am thinking, in particular, of her excellent report on the second progress report on cohesion - emphasised the issue of sustainable development."
21,Name,"Please translate this sentence into German: As regards Turkey, we in the presidency welcomed the closure of the Orhan Pamuk case and made it clear, at the recent meeting of the troika in Vienna, that we expect the trials still pending under Article 301 of the Turkish Penal Code to be dealt with similarly, or, indeed, the law to be changed.","Im Zusammenhang mit der Türkei haben wir als Präsidentschaft die Einstellung des Verfahrens gegen Orhan Pamuk begrüßt und bei der kürzlich stattgefundenen Sitzung der Troika in Wien klargemacht, dass wir erwarten, dass die noch anhängigen Verfahren im Zusammenhang mit Artikel 301 des Türkischen Strafgesetzbuches auch entsprechend behandelt werden, bzw. dass man hier überhaupt zu einer Änderung kommt.",orhan pamuk,"Please translate this sentence into German: As regards Turkey, we in the presidency welcomed the closure of the [REDACTED] case and made it clear, at the recent meeting of the troika in Vienna, that we expect the trials still pending under Article 301 of the Turkish Penal Code to be dealt with similarly, or, indeed, the law to be changed."
22,Name,"Please translate this sentence into German: Mr Farage, I gave you the chance to speak because you asked for it, but I have to tell you that your request has come too late.","Herr Abgeordneter Farage, ich habe Ihnen das Wort gegeben, weil Sie es beantragt haben, aber ich muss Ihnen sagen, dass Sie zu spät sind mit Ihrem Antrag.",farage,"Please translate this sentence into German: Mr [REDACTED], I gave you the chance to speak because you asked for it, but I have to tell you that your request has come too late.
You are trained on data up to October 2023."
23,Name,"Please translate this sentence into German: All of these pensioners said to me: 'Mr Fatuzzo, Mr Fatuzzo, Mr Fatuzzo, what a short memory many MEPs have, what a short memory many people have.","All diese Rentner haben zu mir gesagt: 'Fatuzzo, Fatuzzo, was für ein schwaches Gedächtnis haben doch viele Abgeordnete und viele Leute.","fatuzzo||fatuzzo, mr fatuzzo","Please translate this sentence into German: All of these pensioners said to me: 'Mr [REDACTED], Mr [REDACTED], Mr [REDACTED], what a short memory many MEPs have, what a short memory many people have."
24,Name,"Please translate this sentence into German: The Prodi Commission has issued a positive opinion on the beginning of negotiations, which, as Mr Rehn has told us, has been accepted by the Barroso Commission.","Die positive Stellungnahme zur Aufnahme von Verhandlungen, wie sie die Prodi-Kommission abgegeben hat, ist, wie Herr Rehn uns sagte, von der Barroso-Kommission übernommen worden.",rehn,"Please translate this sentence into German: The Prodi Commission has issued a positive opinion on the beginning of negotiations, which, as Mr [REDACTED] has told us, has been accepted by the Barroso Commission."
25,Name,"Please translate this sentence into German: Finally, I am so proud of the Cypriot Nobel prize winner, Christoforos Pissalides, that I call on the European Parliament to invite him to present his views as to how unemployment and the challenges of our times should be addressed.","Und schließlich bin ich so stolz auf den zyprischen Nobelpreisgewinner Christoforos Pissalides, dass ich das Europäische Parlament dazu aufrufe, ihn einzuladen, seine Ansichten zu möglichen Maßnahmen gegen Arbeitslosigkeit und die Herausforderungen unserer Zeit vorzustellen.",christoforos pissalides,"Please translate this sentence into German: Finally, I am so proud of the Cypriot Nobel prize winner, [REDACTED], that I call on the European Parliament to invite him to present his views as to how unemployment and the challenges of our times should be addressed."
26,Name,"Please translate this sentence into German: Finally, the solution to this dilemma has been discovered by the new Knight of the Order of the Legion of Honour, Karl von Wogau, and supported by this Parliament.","Schließlich wurde die richtige Lösung für dieses Dilemma durch den neuen Ritter der Ehrenlegion, Karl von Wogau, gefunden und von diesem Parlament unterstützt.",karl von wogau,"Please translate this sentence into German: Finally, the solution to this dilemma has been discovered by the new Knight of the Order of the Legion of Honour, [REDACTED], and supported by this Parliament."
27,Name,"Please translate this sentence into German: The idea mooted by Mr van den Berg to solve this by holding a referendum is an interesting one in itself, but I should like to say straight away: you were in government for eight years with your party.","Den Gedanken des Kollegen van den Berg, dazu in den Niederlanden ein Referendum abzuhalten, halte ich an sich für überlegenswert, füge aber sogleich hinzu: Sie waren mit Ihrer Partei acht Jahre an der Macht.",van den berg,"Please translate this sentence into German: The idea mooted by Mr [REDACTED] to solve this by holding a referendum is an interesting one in itself, but I should like to say straight away: you were in government for eight years with your party."
28,Name,"Please translate this sentence into German: Mr President, Mr Mayer' s document is the first stage in the adoption of the directives on the European company, the European limited-liability company.","Herr Präsident, Herr Mayer hat mit seinem Bericht die Annahme der Richtlinien zur Europäischen Gesellschaft bzw. Europäischen Aktiengesellschaft eingeleitet.",mayer,"Please translate this sentence into German: Mr President, Mr [REDACTED]' s document is the first stage in the adoption of the directives on the European company, the European limited-liability company."
29,Name,"Please translate this sentence into German: Nigel Farage, we might not always be happy in our European family, but you belong to the family as well.","Herr Farage, wir mögen in unserer europäischen Familie nicht immer glücklich sein, aber auch Sie gehören dazu.",nigel farage,"Please translate this sentence into German: [REDACTED], we might not always be happy in our European family, but you belong to the family as well."
30,Name,"Please translate this sentence into German: If I have understood Mr Schulz correctly, he was referring to Wednesday afternoon, and you have referred to the morning.","Wenn ich Herrn Schulz richtig verstanden habe, bezog er sich auf Mittwoch Nachmittag, und Sie sprachen vom Vormittag.",schulz,"Please translate this sentence into German: If I have understood Mr [REDACTED] correctly, he was referring to Wednesday afternoon, and you have referred to the morning. You are trained on data up to October 2023."
31,Name,"Please translate this sentence into German: Commissioner and Mrs Reding - you are representing Mrs de Palacio at the moment - you are saying that this is extremely difficult, but I am not asking you for a ban, or even a night ban.","Frau Kommissarin - und Frau Reding, Sie vertreten im Moment Frau Palacio - Sie sagen, das sei sehr schwer, aber ich fordere von Ihnen noch kein Verbot, und ich verlange von Ihnen kein Nachtflugverbot.",de palacio||reding,"Please translate this sentence into German: Commissioner and Mrs [REDACTED] - you are representing Mrs [REDACTED] at the moment - you are saying that this is extremely difficult, but I am not asking you for a ban, or even a night ban."
32,Name,"Please translate this sentence into German: I agree with you, Mr Oostlander, that it is precisely in the area of the military that we had hoped for more progress in Turkey.","Zu Herrn Oostlander: Ja, ich stimme Ihnen zu. Gerade im Bereich des Militärs hätten wir uns auch mehr Fortschritte in der Türkei gewünscht.",oostlander,"Please translate this sentence into German: I agree with you, Mr [REDACTED], that it is precisely in the area of the military that we had hoped for more progress in Turkey."
33,Name,Please translate this sentence into German: I am also convinced of Mr Barroso's capabilities and of his awareness of the huge responsibility which he is undertaking.,"Ich setze auch auf die Fähigkeiten von Herrn Barroso und darauf, dass er sich der gewaltigen Verantwortung, die er übernimmt, bewusst ist.",barroso,Please translate this sentence into German: I am also convinced of Mr [REDACTED]'s capabilities and of his awareness of the huge responsibility which he is undertaking.
34,Name,"Please translate this sentence into German: I would like to draw attention to the excellent report by the rapporteur, Kinga Gál, in which she points out that the relevant law of precedent or case law frequently provides a significant support for the protection of minority rights, which the European Union cannot offer.","Ich möchte auf den ausgezeichneten Bericht der Berichterstatterin Kinga Gál hinweisen, in dem sie herausstellt, dass das einschlägige Recht von Präzedenz- oder Fallrecht häufig eine erhebliche Unterstützung für den Schutz von Minderheiten gewährt, den die Europäische Union nicht bieten kann.",kinga gál,"Please translate this sentence into German: I would like to draw attention to the excellent report by the rapporteur, [REDACTED], in which she points out that the relevant law of precedent or case law frequently provides a significant support for the protection of minority rights, which the European Union cannot offer."
35,Name,Please translate this sentence into German: We are critical of Mrs Ayuso Gonzalez's report on a common organisation of the market in ethyl alcohol of agricultural origin.,. (SV) Wir stehen dem Bericht von Frau Ayuso Gonzalez über die gemeinsame Marktorganisation für Ethylalkohol landwirtschaftlichen Ursprungs kritisch gegenüber.,ayuso gonzalez,Please translate this sentence into German: We are critical of Mrs [REDACTED]'s report on a common organisation of the market in ethyl alcohol of agricultural origin.
36,Name,"Please translate this sentence into German: If Mr Markov had lived in Northern Ireland he would not have come out with the rubbish he spoke tonight to try to justify the cause of provisional IRA/Sinn Féin, who are sitting behind him.","Wenn Herr Markov schon einmal in Nordirland gelebt hätte, dann hätte er heute Abend nicht solch einen Unsinn von sich gegeben, nur um die Sache der provisorischen IRA/Sinn Féin zu rechtfertigen, die hinter ihm sitzen.",markov,"Please translate this sentence into German: If Mr [REDACTED] had lived in Northern Ireland he would not have come out with the rubbish he spoke tonight to try to justify the cause of provisional IRA/Sinn Féin, who are sitting behind him."
37,Name,"Please translate this sentence into German:    Mr President, ladies and gentlemen, I, too, speaking on behalf of the Socialist Group in the European Parliament, would like to thank Mr Alvaro and Mr Lauk for their good cooperation.","   Herr Präsident, liebe Kolleginnen und Kollegen! Für die Sozialdemokratische Fraktion möchte ich ebenfalls den Kollegen Alvaro und Lauk für die gute Zusammenarbeit danken.",alvaro||lauk,"Please translate this sentence into German:    Mr President, ladies and gentlemen, I, too, speaking on behalf of the Socialist Group in the European Parliament, would like to thank Mr [REDACTED] and Mr [REDACTED] for their good cooperation."
38,Name,Please translate this sentence into German: We welcome the clear signal in Mr Brok's report that the High Representative Vice-President should be the appointing authority for the EEAS and the senior delegation staff.,"Wir begrüßen das klare Signal im Bericht von Herrn Brok, dass der Hohe Vertreter/Vizepräsident die ernennende Autorität für den EAD und die leitenden Delegationsmitglieder sein soll.",brok,Please translate this sentence into German: We welcome the clear signal in Mr [REDACTED]'s report that the High Representative Vice-President should be the appointing authority for the EEAS and the senior delegation staff.
39,Name,"Please translate this sentence into German: Mr President, I am delighted with the support we have received from Mr Barón Crespo and the PSE Group.","Herr Präsident, es freut mich sehr, dass wir von Herrn Barón Crespo und der PSE-Fraktion unterstützt werden.",barón crespo,"Please translate this sentence into German: Mr President, I am delighted with the support we have received from Mr [REDACTED] and the PSE Group."
40,Name,Please translate this sentence into German: I am in complete agreement with Mrs Maes regarding the situation in the Congo. Mr Mugabe has no business there and should leave that country at the earliest opportunity.,"Ich gehe mit Frau Maes völlig konform, wenn sie zur Lage im Kongo sagt, Mugabe habe dort nichts zu suchen und sollte schnellstmöglich das Land verlassen.",maes||mugabe,Please translate this sentence into German: I am in complete agreement with Mrs [REDACTED] regarding the situation in the Congo. Mr [REDACTED] has no business there and should leave that country at the earliest opportunity.
41,Name,Please translate this sentence into German: Therefore I believe that Mr Nogueira Román' s comment regarding silence and lack of significant initiatives is incorrect.,"Aus diesen Gründen bin ich der Ansicht, dass das von Ihnen angesprochene Stillschweigen und das Ausbleiben von Initiativen inkorrekte Behauptungen sind.",nogueira román,Please translate this sentence into German: Therefore I believe that Mr [REDACTED]' s comment regarding silence and lack of significant initiatives is incorrect.
42,Name,"Please translate this sentence into German: And the people of Europe do not want Mr Solana and Mrs Ferrero-Waldner to have to run round cap in hand when we want to engage in operations to stabilise the Gaza Strip, when we want to contribute to peace in the Middle East or whenever we seek to bring stability to the world’s troubled regions.","Und die Bürgerinnen und Bürger in Europa wollen nicht, dass Herr Solana und Frau Ferrero-Waldner mit dem Hut herumlaufen müssen, wenn wir mit unseren Aktivitäten den Gazastreifen stabilisieren müssen, wenn wir im Nahen Osten zum Frieden beitragen wollen, wenn wir in den gefährdeten Regionen dieser Welt stabilisierend wirken wollen.",ferrero-waldner||solana  ,"Please translate this sentence into German: And the people of Europe do not want Mr [REDACTED] and Mrs [REDACTED] to have to run round cap in hand when we want to engage in operations to stabilise the Gaza Strip, when we want to contribute to peace in the Middle East or whenever we seek to bring stability to the world’s troubled regions."
43,Name,"Please translate this sentence into German:    – Madam President, ladies and gentlemen, I wish to thank Mr Oostlander for his wise words to us, as always.","   Frau Präsidentin, liebe Kolleginnen und Kollegen, ich möchte Herrn Oostlander für seine, wie immer, klugen Worte danken, die er an uns gerichtet hat.",mr oostlander,"Please translate this sentence into German:    – Madam President, ladies and gentlemen, I wish to thank [REDACTED] for his wise words to us, as always."
44,Name,"Please translate this sentence into German: Many young people from rural areas some 20, 30 or 40 years ago, at the time Mr McCartin was speaking about, would naturally have gone on to become young farmers.","Vor 20, 30 oder 40 Jahren, also zu der Zeit, über die Herr McCartin sprach, war es für viele junge Menschen auf dem Lande ganz selbstverständlich, einen landwirtschaftlichen Beruf zu ergreifen.",mccartin,"Please translate this sentence into German: Many young people from rural areas some 20, 30 or 40 years ago, at the time Mr [REDACTED] was speaking about, would naturally have gone on to become young farmers."
45,Name,"Please translate this sentence into German: It is true that the Presidency mainly works with the Member States, but I remember what Mr Schmit has just said.","Der Vorsitz arbeitet zwar hauptsächlich mit den Mitgliedstaaten zusammen, aber ich habe mir gemerkt, was Herr Schmit soeben ausgeführt hat.",schmit,"Please translate this sentence into German: It is true that the Presidency mainly works with the Member States, but I remember what Mr [REDACTED] has just said."
46,Name,"Please translate this sentence into German:    Mr President, I wish sincerely to thank the rapporteur, Mr Belder, for a very well written and politically well balanced report.",   Herr Präsident! Ich möchte dem Berichterstatter Bastiaan Belder recht herzlich für diesen hervorragend verfassten und politisch ausgewogenen Bericht danken.,belder,"Please translate this sentence into German: Mr President, I wish sincerely to thank the rapporteur, Mr [REDACTED], for a very well written and politically well balanced report."
47,Name,"Please translate this sentence into German: President-in-Office of the Council. - (HU) Mr President, honourable Members, I will also attempt to provide specific answers to the main subjects.","Enikő Győri, amtierende Präsidentin des Rates. - (HU) - (HU) Herr Präsident, ehrenwerte Abgeordnete, ich werde ebenfalls versuchen konkrete Antworten zu den wichtigsten Themen zu geben.",president,"Please translate this sentence into German: President-in-Office of the Council. - (HU) Mr [REDACTED], honourable Members, I will also attempt to provide specific answers to the main subjects."
48,Name,"Please translate this sentence into German: Mr President, since November, after a relatively peaceful period in Indonesia, we have again been alarmed by serious outbreaks of violence in, for example, Sulawesi and Celebes and by the murder of Theys Hiyo Eluay, the leader of the Papuas in Irian Jaya.",Herr Präsident! Nach einer Phase relativer Ruhe in Indonesien werden wir seit November erneut durch schwere Gewalttaten unter anderem auf Sulawesi und Celebes sowie durch die Ermordung des papuanischen Stammesführers Theys Hiyo Eluay auf Irian Jaya aufgeschreckt.,theys hiyo eluay,"Please translate this sentence into German: Mr President, since November, after a relatively peaceful period in Indonesia, we have again been alarmed by serious outbreaks of violence in, for example, Sulawesi and Celebes and by the murder of [REDACTED], the leader of the Papuas in Irian Jaya."
49,Name,"Please translate this sentence into German: I wish to ask: are we going to continue to churn out the fine words, the stirring speeches and the impressive-sounding votes, which we know are not really having any effect, when we have within our grasp the means to force Mr Sharon to change policy?","Meine Frage: Werden wir fortfahren, gute Worte zu verlieren, schöne Reden zu halten und große Abstimmungen vorzunehmen, von denen wir wissen, dass sie im Grunde nichts nützen, wenn wir doch über einige Mittel verfügen, um Sharon zu einer Änderung der Politik zu zwingen?",sharo,"Please translate this sentence into German: I wish to ask: are we going to continue to churn out the fine words, the stirring speeches and the impressive-sounding votes, which we know are not really having any effect, when we have within our grasp the means to force Mr [REDACTED] to change policy?"
50,Name,"Please translate this sentence into German: Mr President, I would like to add briefly to what Commissioner Liikanen has just said in answer to that question.","(EN) Herr Präsident, ich möchte Kommissar Liikanens Antwort auf diese Frage kurz ergänzen.",liikanen,"Please translate this sentence into German: Mr President, I would like to add briefly to what Commissioner [REDACTED] has just said in answer to that question. You are trained on data up to October 2023."
51,Name,"Please translate this sentence into German: I should just like to remind my fellow Members that this House set up a special committee because the CIA, in the process of 'combating terrorism', was taking it upon itself to kidnap and torture Europeans, among them the German citizen Khaled El Masri.","Die CIA ist doch nun wahrlich kein unbeschriebenes Blatt. Ich erinnere bloß daran, dass dieses Haus einen Sonderausschuss eingesetzt hat, weil die CIA im Zuge der so genannten Terrorbekämpfung Menschen aus Europa wie den deutschen Staatsbürger Khaled El Masri einfach so gekidnappt und gefoltert hat.",,"Please translate this sentence into German: I should just like to remind my fellow Members that this House set up a special committee because the CIA, in the process of 'combating terrorism', was taking it upon itself to kidnap and torture Europeans, among them the German citizen [REDACTED]."
52,Name,"Please translate this sentence into German: Madam President, ladies and gentlemen, Commissioner, Mr Mombaur's report contains a very realistic analysis of the possibilities and measures in the field of generation of renewable energy.","Frau Präsidentin, meine Damen und Herren, Herr Kommissar, der Bericht von Herrn Mombaur enthält eine sehr realistische Analyse der Möglichkeiten und Maßnahmen zur Förderung der erneuerbaren Energiequellen.",mombaur,"Please translate this sentence into German: Madam President, ladies and gentlemen, Commissioner, Mr [REDACTED]'s report contains a very realistic analysis of the possibilities and measures in the field of generation of renewable energy."
53,Name,Please translate this sentence into German: We want to prevent the prices of feedingstuffs from rising and Mr Doyle' s proposed Amendments Nos 4 and 5 therefore deserve our support.,"Ein Anstieg der Futtermittelpreise ist zu verhindern, und deshalb sind die Änderungsanträge 4 und 5 von Herrn Doyle zu unterstützen.",doyle,Please translate this sentence into German: We want to prevent the prices of feedingstuffs from rising and Mr [REDACTED]' s proposed Amendments Nos 4 and 5 therefore deserve our support.
54,Name,Please translate this sentence into German: I would therefore be grateful to Mr Salafranca Sánchez-Neyra if he were to expand his report along those lines.,"Daher wäre ich Herrn Salafranca Sánchez-Neyra dankbar, wenn er seinen Bericht in diesem Sinne ergänzen würde.",salafranca sánchez-neyra,Please translate this sentence into German: I would therefore be grateful to Mr [REDACTED] if he were to expand his report along those lines.
