conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
39,money,"Please translate this sentence into French: For example, Parliament intends to lend the Commission EUR 43 million and the Council EUR 18 million.","Par exemple, le Parlement prévoit de prêter 43 millions d'euros à la Commission et 18 millions d'euros au Conseil.",[VALUE],[REDACTED]
40,money,"Please translate this sentence into French: That has fallen to between EUR 200 and 600, but I accept that in itself is progress for the consumer.","La fourchette du rapport varie de 200 à 600 euros, mais j'admets qu'il s'agit déjà là d'un progrès pour les consommateurs.",[VALUE],[REDACTED]
41,money,"Please translate this sentence into French: At present these stand at EUR 103 billion, which is to say, more than the entire budget for one year.","La valeur de ceux-ci s'élève actuellement à 103 milliards d'euros, soit plus que l'ensemble d'un budget annuel.",[VALUE],[REDACTED]
42,money,Please translate this sentence into French: The regulation had a budget of EUR 52 million from 1992 to 1997 and EUR 77 million from 1997 to 2002.,"Ce règlement était doté, pour la période 1992/1997, de 52 millions d'euros et, pour la période 1997/2002, de 77 millions d'euros.",[VALUE],[REDACTED]
43,money,"Please translate this sentence into French: If you look at the United Nations, there are 72 000 registered NGOs drawing EUR 7 billion every year.","Si vous considérez les Nations unies, vous pourrez constater qu'il y a 72 000 ONG enregistrées, lesquelles représentent 7 milliards d'euros par an.",[VALUE],[REDACTED]
44,money,Please translate this sentence into French: To begin with the school market programme; we propose earmarking an additional 10.3 million for this.,"Pour commencer, nous proposons d'affecter 10,3 millions de plus au programme du marché scolaire.",[VALUE],[REDACTED]
45,money,Please translate this sentence into French: I agree with other Members that the Council’s proposal of EUR 180 million is completely unacceptable.,"Je suis d’accord avec d’autres députés pour dire que la proposition du Conseil, qui était de 180 millions d’euros, était absolument inacceptable.",[VALUE],[REDACTED]
46,money,Please translate this sentence into French: The majority of the people living below the poverty line of 1 dollar still live in these two regions.,"La majorité des personnes vivant en dessous du seuil de pauvreté, avec moins d’un dollar par jour, se trouve encore dans ces deux régions.",[VALUE],[REDACTED]
47,money,"Please translate this sentence into French: In addition, institutional support amounting to EUR 2 million was awarded to the Ministry of Economy.",Deux millions d’euros ont en outre été attribués au ministère de l’économie en guise de soutien institutionnel.,[VALUE],[REDACTED]
48,money,Please translate this sentence into French: This brings our total funding for food and humanitarian aid for the current season to EUR 85 million.,Ce qui élève à 85 millions d’euros notre financement total pour l’aide alimentaire et humanitaire pour la saison en cours.,[VALUE],[REDACTED]
49,money,"Please translate this sentence into French: Subsequently, an amendment was adopted to raise the budget from EURO 237 million to EURO 400 million.","En conséquence, un amendement a été adopté en vue de faire passer le budget de 237 millions d’euros à 400 millions d’euros.",[VALUE],[REDACTED]
