conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
31,age,Please translate this sentence into German: (b) In general the fare for dogs is the same as the reduced fare for children aged between 6 and 15.,"(b) Für Hunde ist generell der ermäßigte Fahrpreis, wie für Kinder von 6 bis 15 Jahren, zu zahlen.Für Hunde die nicht in Behältnissen untergebracht sind besteht Beißkorb und Leinenpflicht.",[VALUE],[REDACTED]
32,age,"Please translate this sentence into German: The ""personal, emotional past makes it more inspiring to write about Jewish history,"" says Buck, 71.","Die ""persönliche, emotionale Vergangenheit inspiriert mich dazu, über die jüdische Geschichte zu schreiben"", so Buck, 71.",[VALUE],[REDACTED]
33,age,"Please translate this sentence into German: Near the sea, conditioned, Mini Club, 1 FREE child 0/4 years, possible low cost flight and all incl.","Spezielles Angebot!Ostern 2010: 3 Tage, Vollpension + kalte und warme Getränke, 190 € pro Person.",[VALUE],[REDACTED]
34,age,"Please translate this sentence into German: Jérôme Béréziat* finishes second, but first under 40's age group, because Walter is V1 (under 50's).","Die Preiseverteilung erfolgt am Strand, sehr fröhliche und entspannte Ambiance wie immer. Und der Regen hat uns bis zum Schluss verschont!",[VALUE],[REDACTED]
35,age,Please translate this sentence into German: Marc is 22 years of age and originally hails from Prague and is living in Berlin for some years now.,Marc ist 22 Jahre alt und kommt ursprünglich aus Prag und lebt jetzt bereits seit ein paar Jahren in Berlin.,[VALUE],[REDACTED]
36,age,"Please translate this sentence into German: Kids until 9 years of age free, kids from 10 to 17 years of age get a 50% discount at regular rates!","Kinder bis 9 Jahre frei, Kinder von 10-17 Jahre erhalten 50% Reduktion auf die regulären Preise!",[VALUE],[REDACTED]
37,age,"Please translate this sentence into German: Schoolgirl in Giurgiu, Simona, 17 years old girlfriend's Băhăian was with him throughout the events.","Schulmädchen in Giurgiu, Simona, 17 Jahre alt Freundin Băhăian war mit ihm während des Events.",[VALUE],[REDACTED]
38,age,Please translate this sentence into German: Minors (persons less than 18 years old) are not authorized to use the services provided by easyswap.,Minderjährigen (Personen unter 18 Jahren) ist es nicht erlaubt die angebotenen Dienstleistungen von easyswap zu beziehen.,[VALUE],[REDACTED]
39,age,"Please translate this sentence into German: When I turned 18, I was faced with a choice, and I chose a safer career that worked out well for me.","Als es mit 18 Jahren galt, meinen Weg zu wählen, entschied ich mich für einen sicheren Beruf - mit sehr großem Erfolg.",[VALUE],[REDACTED]
40,age,Please translate this sentence into German: St. George-Polish district court sentenced 21-year old Alexei butterfly to eight months' hard labor.,St. George-polnischen Landgericht verurteilt 21-jährige Alexej Schmetterling zu acht Monaten harter Arbeit.,[VALUE],[REDACTED]
41,age,Please translate this sentence into German: The demand lies mostly with the younger generation; more than half of the users are younger than 24.,So lautete eine der Kernaussagen von Oliver Schmitz in seinem Vortrag zum BHB-Gartenfachmarktkongress.,[VALUE],[REDACTED]
42,age,Please translate this sentence into German: The GirlsGoGames branded websites are bathed in a fun pink design and reach girls ages 8 through 15.,Die Websites rund um die Marke GirlsGoGames sind in ansprechend pinkfarbigem Design gehalten und erreichen Mädchen im Alter von 8 bis 15 Jahren.,[VALUE],[REDACTED]
43,age,Please translate this sentence into German: Is an embryo up to 14 days old a living being with the full rights of a living person or of a foetus?,Ist ein Embryo bis zum Alter von 14 Tagen ein menschliches Wesen mit den vollen Rechten einer lebenden Person oder mit den Rechten eines Fötus?,[VALUE],[REDACTED]
44,age,"Please translate this sentence into German: In countries such as Sweden, with a restrictive view of drugs, 7% of 15 year-olds have used cannabis.","In Ländern wie Schweden, mit einer restriktiven Haltung gegenüber Drogen, liegt der Anteil der 15-jährigen, die Cannabis konsumiert haben, bei sieben Prozent.",[VALUE],[REDACTED]
45,age,"Please translate this sentence into German: A 46-year-old army sergeant-major, Luis Conde de la Cruz, was killed by a car bomb in northern Spain.","Ein 46-jähriger Militäroffizier, Luis Conde de la Cruz, ist in Nordspanien durch eine Autobombe ums Leben gekommen.",[VALUE],[REDACTED]
46,age,Please translate this sentence into German: All children from 3 to 5 years are charged 30 % of the room stay per night and person for extra beds.,Alle Kinder zwischen 3 und 5 Jahren zahlen 30 % des Zimmerpreises pro Übernachtung und Person für Zustellbetten.,[VALUE],[REDACTED]
47,age,Please translate this sentence into German: All children from 4 to 9 years are charged 40 % of the room stay per night and person for extra beds.,Alle Kinder zwischen 4 und 9 Jahren zahlen 40 % des Zimmerpreises pro Übernachtung und Person für Zustellbetten.,[VALUE],[REDACTED]
48,age,Please translate this sentence into German: All children from 5 to 9 years are charged 50 % of the room stay per night and person for extra beds.,Alle Kinder zwischen 5 und 9 Jahren zahlen 50 % des Zimmerpreises pro Übernachtung und Person für Zustellbetten.,[VALUE],[REDACTED]
49,age,"Please translate this sentence into German: if you have a inernet rate you will have a very good hotel. We stay wuth child (2 years), best place.",I thought that the location was great - right next to a metro station and just a short walk to a supermarket and lots of bars and restaurants.,[VALUE],[REDACTED]
