conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
12,name,"Please translate this sentence into German: Mr President, Commissioner, I would like to thank Mr Langen for his excellent work in this important matter.","Herr Präsident, Frau De Palacio! Auch ich möchte Herrn Langen für die gute Arbeit danken, die er in dieser wichtigen Angelegenheit geleistet hat.",[VALUE],[REDACTED]
13,name,"Please translate this sentence into German: Yes, Mrs Schroedter, I shall be pleased to look into the facts of this case when I have received your letter.","Frau Schroedter, ich bin gerne bereit, die damit zusammenhängenden Fakten zu prüfen, wenn mir Ihr Brief vorliegt.",[VALUE],[REDACTED]
14,name,"Please translate this sentence into German: As you know, like Mr Rack, I come from a transit country, where this issue plays a particularly important role.","Ich komme ja ähnlich wie der Kollege Rack aus einem Transitland, wo diese Frage eine besondere Rolle spielt.",[VALUE],[REDACTED]
15,name,"Please translate this sentence into German: Mrs Plooij-van Gorsel, I can tell you that this matter is on the agenda for the Quaestors' meeting on Wednesday.","Frau Plooij-van Gorsel, ich kann Ihnen mitteilen, daß dieser Punkt am Mittwoch auf der Tagesordnung der Quästoren steht.",[VALUE],[REDACTED]
16,name,"Please translate this sentence into German: I would like Mr Barón Crespo, who made the request, to speak to propose it. That is, if he so wishes, of course.","Ich bitte den Antragsteller, Herrn Barón Crespo, seinen Antrag zu begründen, falls er dies wünscht.",[VALUE],[REDACTED]
17,name,"Please translate this sentence into German: Mr President, Commissioner, I want to begin by thanking Mr Rapkay for a good report and constructive cooperation.","Herr Präsident, sehr geehrter Herr Kommissar, werte Kollegen! Zunächst möchte ich Herrn Rapkay für seinen guten Bericht und die gute Zusammenarbeit danken.",[VALUE],[REDACTED]
18,name,Please translate this sentence into German: Mr Rapkay' s report also emphasises the importance of the international dimension with regard to competition law.,Im Bericht Rapkay wird auch die internationale Dimension des Wettbewerbsrechts betont.,[VALUE],[REDACTED]
19,name,"Please translate this sentence into German: Mrs Stenzel' s report has, however, turned out very well, at least where the prescribed guidelines are concerned.","Der Bericht von Frau Stenzel hat sich dennoch gut entwickelt, zumindest im Rahmen der vorgegebenen Leitlinien.",[VALUE],[REDACTED]
20,name,"Please translate this sentence into German: Mr President, Commissioner, in this minute and a half I should like, first of all, to congratulate Mrs Schroedter.","Herr Präsident, Herr Kommissar, meine lieben Kolleginnen und Kollegen, in meinen anderthalb Minuten Redezeit möchte ich zunächst unsere Kollegin Frau Schroedter beglückwünschen.",[VALUE],[REDACTED]
21,name,"Please translate this sentence into German: I shall therefore, with your permission, give the floor to Mrs Banotti to reply to you under the procedural motion.","Wenn Sie erlauben, erteile ich Frau Banotti in dieser Verfahrensfrage das Wort.",[VALUE],[REDACTED]
22,name,"Please translate this sentence into German: Madam President, I clearly owe Mr Wurtz an explanation, and I am going give this explanation before the whole House.","Frau Präsidentin! Ich bin Herrn Wurtz in der Tat eine Erklärung schuldig, die ich nun dem ganzen Parlament geben will.",[VALUE],[REDACTED]
23,name,"Please translate this sentence into German: Mr President, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, so many names we remember with horror.","Herr Präsident, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, all diese Namen rufen unheilvolle Erinnerungen wach.",[VALUE],[REDACTED]
24,name,Please translate this sentence into German: I have clearly received your series of messages on this subject and I believe that Mrs Banotti has an answer for you.,"Sie hatten das mehrfach angesprochen, ich kann mich sehr wohl erinnern. Ich glaube, Frau Banotti kann Ihnen dazu etwas sagen.",[VALUE],[REDACTED]
25,name,"Please translate this sentence into German: Mr President, I would like to start by extending my compliments to the rapporteur, Mr van Hulten, on his first report.","Herr Präsident, zunächst mein Kompliment an den Berichterstatter, Herrn van Hulten, zu seinem ersten Bericht.",[VALUE],[REDACTED]
26,name,"Please translate this sentence into German: Madam President, Mr Jonckheer has stated that this could be one of the measures for stabilising the financial markets.","Herr Jonckheer erklärte, dies sei eine der Maßnahmen, die eine Stabilisierung der Finanzmärkte bewirken könnten.",[VALUE],[REDACTED]
27,name,"Please translate this sentence into German: In her report, Mrs Flautre also drew attention to an area where coordination is sorely lacking, yet desperately needed.","Frau Flautre verwies in ihrem Bericht auch auf einen Bereich, dem es stark an Koordinierung mangelt, wenngleich gerade hier beträchtlicher Koordinierungsbedarf besteht.",[VALUE],[REDACTED]
28,name,"Please translate this sentence into German: Amendment No 4 is of a similar nature. On this specific point, we can perhaps offer Mr Bourlanges greater satisfaction.",Änderungsantrag 4 ist etwa von gleicher Art. In diesem Punkt könnten wir Herrn Bourlanges eine größere Genugtuung geben.,[VALUE],[REDACTED]
29,name,"Please translate this sentence into German: That is something that has been done by our rapporteur on the Committee for Economic and Monetary Affairs, Mr von Wogau.","Damit hat sich unser Berichterstatter im Ausschuß für Wirtschaft und Währung, Herr von Wogau, beschäftigt.",[VALUE],[REDACTED]
30,name,"Please translate this sentence into German: Mr President, I also wish to congratulate Mr van Hulten on this first piece of work which he is presenting to the House.",Herr Präsident! Auch ich möchte meinen Kollegen van Hulten zu seiner ersten im Plenum vorlegten Arbeit beglückwünschen.,[VALUE],[REDACTED]
31,name,"Please translate this sentence into German: Mr Alavanos, I would like to say that I have the greatest sympathy for the concern underlying the issue you have raised.","Herr Abgeordneter! Ich möchte erklären, daß ich größte Sympathie für die besorgte Haltung hege, die der von Ihnen gestellten Frage zugrunde liegt.",[VALUE],[REDACTED]
32,name,"Please translate this sentence into German: Mr President, it is incumbent upon me to remind my colleague, Mr Evans, of why Wales actually achieved Objective 1 status.","Herr Präsident, ich halte es für meine Pflicht, meinen Kollegen Herrn Evans daran zu erinnern, weshalb Wales überhaupt zu einer Ziel-1-Region erklärt wurde.",[VALUE],[REDACTED]
33,name,"Please translate this sentence into German: In this regard, I liked your term, Mrs Palacio Vallelersundi: we must all pull together, preferably in the same direction.","Diesbezüglich hat mir gefallen, wie Sie, Frau Palacio, es formuliert haben: Wir müssen alle rudern, und zwar möglichst in die gleiche Richtung.",[VALUE],[REDACTED]
34,name,"Please translate this sentence into German: Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau.","Herr Präsident! Meine ersten Worte zu Beginn meines Beitrags über das Weißbuch sollen ein Glückwunsch an den Berichterstatter, Herrn von Wogau, sein.",[VALUE],[REDACTED]
35,name,"Please translate this sentence into German: Mrs Theato probably forgot to include a European prison now that we have the FBI, the European police, in the form of OLAF.","Dabei hat Frau Theato wahrscheinlich noch vergessen, eine europäische Haftanstalt zu erwähnen, da das FBI, die europäische Polizei, ja mit dem OLAF bereits existiert.",[VALUE],[REDACTED]
36,name,Please translate this sentence into German: The manufacturers have tricked Mr Florenz and Mr Lange into tabling amendments here which seriously weaken these proposals.,"Die Automobilhersteller haben Herrn Florenz und Herrn Lange geschickt dazu gebracht, Änderungsvorschläge vorzulegen, die die eigentlichen Vorschläge ernstlich unterminieren.",[VALUE],[REDACTED]
37,name,"Please translate this sentence into German: I would like to point out to Mrs Albright that what we have read recently in the press is true, and that figures do not lie.","Und ich möchte Frau Albright sagen, daß das stimmt, was wir kürzlich in der Presse gelesen haben, daß die Zahlen nicht lügen.",[VALUE],[REDACTED]
38,name,"Please translate this sentence into German: My colleagues, Mrs Frassoni and Mr Onesta have already spoken, somewhat sceptically, about some aspects of the matter in hand.","Meine Kollegen, Frau Frassoni und Herr Onesta haben sich bereits etwas skeptisch zu einigen Aspekten des Themas, das wir gerade beraten, geäußert.",[VALUE],[REDACTED]
39,name,"Please translate this sentence into German: Madam President, I do not wish to reopen the debate, but I had also asked for the floor, to comment on Mr Barón Crespo's motion.","Frau Präsidentin! Ich will die Debatte nicht wieder aufnehmen, aber ich hatte mich auch gemeldet, um zu dem Antrag von Herrn Barón Crespo Stellung zu nehmen.",[VALUE],[REDACTED]
40,name,"Please translate this sentence into German: This is extraordinarily positive, and there is cause to thank the rapporteur, Mr Koch, for the work he has put in on this issue.","Ich möchte daher dem Berichterstatter, Herrn Koch, für seine Arbeit zu dieser Frage danken.",[VALUE],[REDACTED]
41,name,"Please translate this sentence into German: Mr Jonckheer, I would like to thank you just as warmly for your report on the seventh survey on State aid in the European Union.","Ebenso herzlich möchte ich Ihnen, Herr Jonckheer, für Ihren Bericht über den siebenten Bericht über staatliche Beihilfen in der Europäischen Union danken.",[VALUE],[REDACTED]
42,name,"Please translate this sentence into German: At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself.","Auf Wunsch eines französischen Mitglieds, Herrn Zimeray, wurde bereits eine Petition eingereicht, die von vielen, auch von mir selbst, unterzeichnet worden ist.",[VALUE],[REDACTED]
43,name,"Please translate this sentence into German: I therefore give the floor immediately to Mr Bourlanges, in his capacity as draftsman of the opinion of the Committee on Budgets.",Doch jetzt erteile ich Herrn Bourlanges in seiner Eigenschaft als Verfasser der Stellungnahme des Haushaltsausschusses das Wort.,[VALUE],[REDACTED]
44,name,"Please translate this sentence into German: I commend Mr Florenz, Mr Lange and others who have sought from both sides of the party divide a compromise based on shared costs.","Ich unterstütze Herrn Florenz, Herrn Lange und andere, die sich auf beiden Seiten des politischen Spektrums um einen Kompromiß auf der Grundlage der Kostenteilung bemüht haben.",[VALUE],[REDACTED]
45,name,Please translate this sentence into German: Mrs Banotti apparently promised to write a letter explaining why permission was withdrawn but so far no letter has been received.,"Frau Banotti hat offenbar versprochen, eine schriftliche Erklärung für die Rücknahme der Genehmigung zu geben, doch bisher ist eine solche Erklärung nicht eingegangen.",[VALUE],[REDACTED]
46,name,"Please translate this sentence into German: We will be happy to incorporate Mr Patten' s notes into the bibliography, as another bedside book for the Members to bear in mind.",Wir nehmen die Bemerkungen von Herrn Patten gern als ein weiteres Lieblingsbuch der Abgeordneten in unsere Bibliographie auf.,[VALUE],[REDACTED]
47,name,"Please translate this sentence into German: Madam President, first of all I should like to thank Mr Koch for his report which has, at its heart, the issue of transport safety.","Frau Präsidentin, zunächst möchte ich Herrn Koch für seinen Bericht danken, der die Verkehrssicherheit zum Thema hat.",[VALUE],[REDACTED]
48,name,"Please translate this sentence into German: Consequently, I have tabled some amendments to Mr Koch' s intrinsically excellent report, which have been adopted by our committee.","Deshalb habe ich einige Änderungsanträge zu dem grundsätzlich ausgezeichneten Bericht von Herrn Koch eingebracht, die in unserem Ausschuß angenommen worden sind.",[VALUE],[REDACTED]
49,name,"Please translate this sentence into German: We will continue to do that with energy and with consistency and as Mr Cox said in the debate, 'necessarily with acute vigilance' .","Und wir werden dies auch weiterhin energisch und konsequent und, wie Herr Cox in der Aussprache sagte, gezwungenermaßen mit äußerster Wachsamkeit fortsetzen.",[VALUE],[REDACTED]
