conversation_hash,predicted_category,user_query,target_response,pii_units,redacted_query
17,"Money","Translate this sentence to German: In the last major disease outbreak in the UK which you referred to in your speech, foot and mouth erupted and we destroyed a million animals and it cost our taxpayers GBP 4 billion.","Der letzte große Seuchenausbruch, den Sie in Ihrer Rede angesprochen haben, hat in England stattgefunden, als die Maul- und Klauenseuche ausbrach und wir eine Million Tiere töten mussten, was unsere Steuerzahler 4 Mrd. GBP gekostet hat.",,"In the last major disease outbreak in the UK which you referred to in your speech, foot and mouth erupted and we destroyed a million animals and it cost our taxpayers GBP [REDACTED]."
18,"Money","Translate this sentence to German: A hundred years ago, 15 000 women demonstrated in New York for the recognition of their dignity and rights.",Vor einhundert Jahren demonstrierten 15 000 Frauen in New York für die Anerkennung ihrer Würde und Rechte.,15 000,"A hundred years ago, [REDACTED] women demonstrated in New York for the recognition of their dignity and rights."
19,"Money",Translate this sentence to German: It appears that EUR 14 190 million in commitment appropriations and EUR 7 988 million in payment appropriations were not implemented in 2000.,Die im Jahr 2000 nicht verwendeten Mittel beliefen sich bei den Verpflichtungsermächtigungen auf 14 190 Mio. Euro und bei den Zahlungsermächtigungen auf 7 988 Mio. Euro.,7 988||14 190,It appears that EUR [REDACTED] million in commitment appropriations and EUR [REDACTED] million in payment appropriations were not implemented in 2000.
20,"Money","Translate this sentence to German: I would also like to remind the rapporteur, Mrs Angelilli, the quality of whose work we have all admired, that in her city last year, there was a case known as 'Lotus flower', involving 200 Roma children.","Ich möchte auch die Berichterstatterin Frau Angelilli, deren hervorragende Arbeit wir alle bewundert haben, daran erinnern, dass in ihrer Stadt im letzten Jahr ein Fall mit dem Namen ""Lotusblume"" bekannt wurde, in den 200 Roma-Kinder verwickelt waren.",200,"I would also like to remind the rapporteur, Mrs Angelilli, the quality of whose work we have all admired, that in her city last year, there was a case known as 'Lotus flower', involving [REDACTED] Roma children."
21,"Money","Translate this sentence to German: We also have EUR 150 million that will go to cooperation programmes, which translates into a per capita allocation of approximately EUR 400 in the BMW and approximately EUR 95 in the Southern and Eastern region.","Ferner stehen 150 Millionen Euro für Kooperationsprogramme zur Verfügung, was annähernd 400 Euro pro Kopf in der Region ""Border, Midlands and Western"" und annähernd 95 Euro in der Region Süden und Osten entspricht.",150||95||400,"We also have EUR [REDACTED] million that will go to cooperation programmes, which translates into a per capita allocation of approximately EUR [REDACTED] in the BMW and approximately EUR [REDACTED] in the Southern and Eastern region."
22,"Money",Translate this sentence to German: Therefore it has proposed to balance that loss by increasing the bank guarantee to 40% of the premium.,"Daher wurde von ihr vorgeschlagen, diesen Ausfall durch die Anhebung der Bankgarantie auf 40 % der Prämie auszugleichen.",40,Therefore it has proposed to balance that loss by increasing the bank guarantee to [REDACTED]% of the premium.
23,"Money","Translate this sentence to German:    Mr President, the Commission’s Communication on the financing of Natura 2000 lists various possibilities for dealing with the needs that will arise during the 2007-2013 period.","   – Herr Präsident, die Mitteilung der Kommission zur Finanzierung von Natura 2000 zeigt die unterschiedlichen Möglichkeiten auf, um dem im Zeitraum 2007-2013 anstehenden Bedarf gerecht zu werden.",2007||2013,"Mr President, the Commission’s Communication on the financing of Natura 2000 lists various possibilities for dealing with the needs that will arise during the [REDACTED]-[REDACTED] period."
24,"Money","Translate this sentence to German:    Mr President, this debate today is the culmination of Parliament’s work on the extremely important issue of cohesion policy, a policy that involves more than EUR 300 000 million, clearly demonstrating that we are talking about one of the European project’s priorities.","   – Herr Präsident! Die heutige Aussprache bildet den Höhepunkt der Arbeit des Parlaments zu dem äußerst wichtigen Thema der Kohäsionspolitik, einer Politik, die mehr als 300 Milliarden Euro umfasst, womit deutlich wird, dass wir über eine der Prioritäten des europäischen Projekts sprechen.",300 000,"   Mr President, this debate today is the culmination of Parliament’s work on the extremely important issue of cohesion policy, a policy that involves more than EUR [REDACTED] million, clearly demonstrating that we are talking about one of the European project’s priorities."
25,"Money","Translate this sentence to German: We only need to look at the internal market: pigs are now being sold in the Netherlands at BEF 50/kg, and at BEF 80/kg in Belgium.","Nehmen wir nur einmal den Binnenmarkt: Das Kilo Schweinefleisch kostet in den Niederlanden derzeit 50 Francs, bei uns in Belgien 80 Francs.",80||50,"We only need to look at the internal market: pigs are now being sold in the Netherlands at BEF [REDACTED]/kg, and at BEF [REDACTED]/kg in Belgium."
26,"Money",Translate this sentence to German: I am especially grateful to Parliament for its efforts to secure the additional resources for the 780 new posts at the Commission.,Mein Dank gilt besonders dem Parlament für seinen Einsatz für die 780 neuen Stellen bei der Kommission.,780,I am especially grateful to Parliament for its efforts to secure the additional resources for the [REDACTED] new posts at the Commission.
27,"Money","Translate this sentence to German:    Madam President, in November, the Council decided to reform the European sugar sector by reducing prices by 36% over four years, and paying compensation of more than EUR 7 billion to the European sugar sector.","   Frau Präsidentin! Im November hat der Rat beschlossen, die europäische Zuckerindustrie mit einer Preissenkung von 36 % über vier Jahre und mit Ausgleichszahlungen in Höhe von mehr als 7 Milliarden Euro für die europäische Zuckerindustrie zu reformieren.",36||7,"   Madam President, in November, the Council decided to reform the European sugar sector by reducing prices by [REDACTED]% over four years, and paying compensation of more than EUR [REDACTED] billion to the European sugar sector."
28,"Money","Translate this sentence to German: Thus, not a gram of waste is to remain without someone taking responsibility for it, although for various practical reasons - and this was the compromise that was finally reached during conciliation - the obligation regarding evidence itself is in respect of just 4 kilograms.","So soll auch nicht ein einziges Gramm Abfall übrig bleiben, ohne dass jemand die Verantwortung dafür trägt, wenngleich sich aus einer Reihe praktischer Gründe - und das war der Kompromiss im Vermittlungsverfahren - die Anzeigepflicht selbst nur auf vier Kilogramm beläuft.",4,"Thus, not a gram of waste is to remain without someone taking responsibility for it, although for various practical reasons - and this was the compromise that was finally reached during conciliation - the obligation regarding evidence itself is in respect of just [REDACTED] kilograms."
29,"Money","Translate this sentence to German: An initial EUR 2 million was provided through our humanitarian organisation, ECHO, for vulnerable groups, particularly children and farm workers.","Von unserer humanitären Organisation ECHO wurden erste 2 Mio. Euro für besonders Bedürftige, vor allem für Kinder und Landarbeiter, bereitgestellt.",2,"An initial EUR [REDACTED] million was provided through our humanitarian organisation, ECHO, for vulnerable groups, particularly children and farm workers."
30,"Money",Translate this sentence to German: We welcome the waste management and hierarchy and the ambitious recycling targets set for the Member States - 50% for household waste by the year 2020.,"Wir begrüßen die Abfallbewirtschaftung und -hierarchie und das für die Mitgliedstaaten festgelegte ehrgeizige Ziel, bis 2020 50 % des Hausmülls wiederzuverwerten.",50%,"We welcome the waste management and hierarchy and the ambitious recycling targets set for the Member States - ""[REDACTED]"" for household waste by the year 2020."
31,"Money","Translate this sentence to German: Scotland, as a whole, has 462 different coastal plans in place, almost three quarters of them locally based.","In Schottland gibt es insgesamt 462 verschiedene Küstenpläne, von denen fast drei Viertel auf lokaler Ebene durchgeführt werden.",462,"Scotland, as a whole, has [REDACTED] different coastal plans in place, almost three quarters of them locally based."
32,"Money",Translate this sentence to German: We have just received the enormous document (approximately 200 pages) of the draft regulation laying down health rules concerning products intended for animal feed.,. (FR) Wir haben den umfangreichen Text (etwa 200 Seiten) des Entwurfs für eine Verordnung mit Hygienevorschriften für nicht für den menschlichen Verzehr bestimmte tierische Nebenprodukte erhalten.,200,We have just received the enormous document (approximately [REDACTED] pages) of the draft regulation laying down health rules concerning products intended for animal feed.
33,"Money","Translate this sentence to German: The cost was said to be ruinous, although it is about the same as building a little more than 100 km of high-speed railway line.","Sollten wir die USA zu Hilfe rufen, damit sie uns ihre Augen leihen und uns den Weg weisen? Die Kosten wurden als ruinös hingestellt, obwohl sie sich in der Größenordnung des Preises für den Bau von gut 100 km einer Hochgeschwindigkeitsstrecke bewegen.",100,"The cost was said to be ruinous, although it is about the same as building a little more than [REDACTED] km of high-speed railway line."
34,"Money","Translate this sentence to German: The advocates use the Commission’s internet consultation on this issue to back them up, but they neglect to mention that 96.7% of the responses came from a single country, namely Italy, where industry is the driving force on this issue.","Die Befürworter stützen sich auf die Internetkonsultation der Kommission zu dieser Frage, verschweigen dabei aber, dass 96,7 % der Antworten aus einem einzigen Land kommen, nämlich Italien, wo die Industrie die treibende Kraft bei diesem Thema ist.",96.7,"The advocates use the Commission’s internet consultation on this issue to back them up, but they neglect to mention that [REDACTED]% of the responses came from a single country, namely Italy, where industry is the driving force on this issue."
35,"Money","Translate this sentence to German: The discharge procedure should be simplified and streamlined for the decentralised agencies, which are growing in number (from 8 in 2000, to 20 in 2006) and represent a total budget of around EUR 1 billion.","Für die dezentralisierten Agenturen, deren Zahl immer mehr zunimmt (von 8 im Jahr 2000 auf 20 im Jahr 2006) und deren Gesamthaushalt insgesamt etwa 1 Milliarde Euro beträgt, sollte das Entlastungsverfahren einfacher und rationeller gestaltet werden.",1 billion,"The discharge procedure should be simplified and streamlined for the decentralised agencies, which are growing in number (from 8 in 2000, to 20 in 2006) and represent a total budget of around EUR [REDACTED]."
36,"Money","Translate this sentence to German: One is that Parliament's budget is a taxpayer's budget, and that we would try to keep to the 2007 expenditure levels where new projects are concerned.","Einer davon lautet, dass der Haushaltsplan des Parlaments ein Haushalt der Steuerzahler ist und dass wir versuchen wollen, bei allen neuen Projekten das Ausgabenniveau von 2007 beizubehalten.",2007,"One is that Parliament's budget is a taxpayer's budget, and that we would try to keep to the [REDACTED] expenditure levels where new projects are concerned."
37,"Money","Translate this sentence to German: In developing tourism, we must not forget the socially vulnerable groups and people with disabilities, representing more than 10 million Europeans.","Beim Ausbau des Fremdenverkehrs dürfen wir nicht die sozial benachteiligten Gruppen und die Menschen mit Behinderungen vergessen, denn dazu gehören immerhin mehr als 10 Millionen Europäer.",10 million,"In developing tourism, we must not forget the socially vulnerable groups and people with disabilities, representing more than [REDACTED] Europeans."
38,"Money","Translate this sentence to German:    – Madam President, Commissioner, the common market for sugar had largely been working well since 1968, as borne out by the figures: we were producing 20 million, consuming 16 million and only exporting four million, as against Brazil’s figure of 13 million.","Seit 1968 funktionierte der gemeinschaftliche Zuckermarkt im Wesentlichen gut. Der Beweis: Wir produzieren 20 Millionen, verbrauchen 16 Millionen und exportieren somit nur vier Millionen im Vergleich zu den 13 Millionen, die Brasilien ausführt.",four million||13 million||20 million||16 million,"   – Madam President, Commissioner, the common market for sugar had largely been working well since 1968, as borne out by the figures: we were producing [REDACTED], consuming [REDACTED] and only exporting [REDACTED], as against Brazil’s figure of [REDACTED]."
39,"Money","Translate this sentence to German: Our group also welcomes the adoption of its amendment by the Committee on Budgets, an amendment seeking to increase by EUR 20 million the appropriations facilitating the establishing of young farmers in rural areas, an initiative which is proving very successful in France.","Zugleich begrüßt sie die Tatsache, dass der Haushaltsausschuss ihren Änderungsantrag angenommen hat, der vorsieht, die Mittel zur Erleichterung der Niederlassung von Junglandwirten im ländlichen Raum, die in Frankreich sehr erfolgreich ist, um 20 Mio. Euro aufzustocken.",20,"Our group also welcomes the adoption of its amendment by the Committee on Budgets, an amendment seeking to increase by EUR [REDACTED] million the appropriations facilitating the establishing of young farmers in rural areas, an initiative which is proving very successful in France."
40,"Money",Translate this sentence to German: A number of countries continue to use APLs and some are also believed to continue to produce landmines - approximately 65 countries remain affected to some degree by mines and UXO.,Eine Reihe von Ländern verwendet auch weiterhin Antipersonenlandminen (APL) und allem Anschein nach produzieren auch einige Länder noch Landminen - in nahezu 65 Ländern stellen Landminen und Blindgänger (UXO) bis zu einem gewissen Grad immer noch ein Problem dar.,65,A number of countries continue to use APLs and some are also believed to continue to produce landmines - approximately [REDACTED] countries remain affected to some degree by mines and UXO.
41,"Money","Translate this sentence to German: Directly affected, as they are, by this climb-down on the budget, the outermost regions will, moreover, be unable to rely on the development of new regional synergies, the European Neighbourhood and Partnership Instrument having lost an extra EUR 6 billion.","Die direkt von dieser Haushaltskapitulation betroffenen Regionen in äußerster Randlage können darüber hinaus nicht auf die Entwicklung neuer regionaler Synergien rechnen, da beim europäischen Nachbarschafts- und Partnerschaftsinstrument weitere 6 Milliarden gestrichen wurden.",,"Directly affected, as they are, by this climb-down on the budget, the outermost regions will, moreover, be unable to rely on the development of new regional synergies, the European Neighbourhood and Partnership Instrument having lost an extra EUR [REDACTED]."
42,"Money",Translate this sentence to German:    We have chosen to vote against both of these reports as we consider that the total payment appropriations should be below 1% of the total GNI of the EU Member States in accordance with the proposal from the G6 countries.,"   . Wir haben gegen beide Berichte gestimmt, da unserer Ansicht nach der Gesamtbetrag der Zahlungsermächtigungen gemäß dem Vorschlag der G6-Länder unter 1 % des gesamten BNE liegen sollte.",1,   We have chosen to vote against both of these reports as we consider that the total payment appropriations should be below [REDACTED]% of the total GNI of the EU Member States in accordance with the proposal from the G6 countries.
43,"Money","Translate this sentence to German: We could surely easily save EUR 200 million in a year by doing that, and if we sell the buildings we can save as much again. Perhaps we should look at ourselves.","Hier kann man sicherlich auch innerhalb eines Jahres leicht zweihundert Millionen einsparen und wenn man die Gebäude verkauft, nochmals so viel.",200,"We could surely easily save EUR [REDACTED] million in a year by doing that, and if we sell the buildings we can save as much again. Perhaps we should look at ourselves."
44,"Money","Translate this sentence to German: By providing another EUR 20 million in support, the Commission was the sole supporter of the United Nations and the UN-led constitutional support project.",Mit der Bereitstellung von weiteren 20 Millionen Euro war die Kommission einziger Unterstützer der Vereinten Nationen und des UN-geführten Projekts zur Unterstützung der Verfassung.,20,"By providing another EUR [REDACTED] million in support, the Commission was the sole supporter of the United Nations and the UN-led constitutional support project."
45,"Money",Translate this sentence to German: Regarding Parliament's two places of assembly we state that just the variable costs of meetings alone at Strasbourg are 33% more than in Brussels.,"Zu den beiden Sitzungsorten des Parlaments wird festgestellt, dass allein die variablen Tagungskosten in Straßburg um 33 Prozent höher liegen als in Brüssel.",33,Regarding Parliament's two places of assembly we state that just the variable costs of meetings alone at Strasbourg are [REDACTED]% more than in Brussels.
46,"Money","Translate this sentence to German: It accepts 55 amendments in principle or in part: 4, 6, 7, 8, 9, 10, 11, 12, 15, 17, 19, 20, 21, 22, 24, 26, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 46, 48, 49, 52, 55, 56, 60, 61, 64, 67, 68, 69, 71, 73 , 74, 77, 78, 79, 80, 82, 83, 84, 86, 87, 88, 90, 93 and 94.","Sie nimmt 55 Änderungsanträge im Grundsatz oder teilweise an: 4, 6, 7, 8, 9, 10, 11, 12, 15, 17, 19, 20, 21, 22, 24, 26, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 46, 48, 49, 52, 55, 56, 60, 61, 64, 67, 68, 69, 71, 73, 74, 77, 78, 79, 80, 82, 83, 84, 86, 87, 88, 90, 93 und 94.",55,"It accepts [REDACTED] amendments in principle or in part: 4, 6, 7, 8, 9, 10, 11, 12, 15, 17, 19, 20, 21, 22, 24, 26, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 41, 46, 48, 49, 52, 55, 56, 60, 61, 64, 67, 68, 69, 71, 73 , 74, 77, 78, 79, 80, 82, 83, 84, 86, 87, 88, 90, 93 and 94."
47,"Money","Translate this sentence to German: To be honest, however, without these EUR 20 000 300 000 it will be extremely difficult for us to rise to this challenge.","Doch offen gesagt wäre es ohne diese 20 000 300 000 Euro für uns äußerst schwierig, diese Herausforderung zu bewältigen.",20 000 300 000,"To be honest, however, without these EUR [REDACTED] it will be extremely difficult for us to rise to this challenge."
48,"Money","Translate this sentence to German: Indeed the volatility of oil prices, ranging in the last 18 months from USD 10 to 34 per barrel, is as much a problem for the suppliers as it is for the consumers.","Die Instabilität der Ölpreise, die in den vergangenen 18 Monaten zwischen 10 und 34 USD je Barrel schwankten, stellt sowohl für die Lieferanten als auch für die Verbraucher ein recht großes Problem dar.",10||34,"Indeed the volatility of oil prices, ranging in the last 18 months from USD [REDACTED] to [REDACTED] per barrel, is as much a problem for the suppliers as it is for the consumers."
49,"Money",Translate this sentence to German: These texts were finally submitted by the Commission (8 June 2004 – COM(2004)0409/final) and the Council (12 October 2004 – 11687/2/04/rev.2).,Diese Texte wurden schließlich von der Kommission am 8. Juni 2004 (KOM(2004)0409/endgültig) und vom Rat am 12. Oktober 2004 (11687/2/04/rev. 2) vorgelegt.,2004)0409||11687,These texts were finally submitted by the Commission (8 June 2004 – COM([REDACTED])/final) and the Council (12 October 2004 – [REDACTED]/2/04/rev.2).
50,"Money",Translate this sentence to German: For this reason the report is demanding a minimum investment of 40% of EU transport funds in the railways.,"Aus diesem Grund fordert der Bericht, mindestens 40 % der EU-Gelder für Verkehr in die Schiene zu investieren.",40,For this reason the report is demanding a minimum investment of [REDACTED]% of EU transport funds in the railways.
51,"Money","Translate this sentence to German: Madam President, in the Committee on Civil Liberties, Justice and Home Affairs, we have worked to increase the budget for the Area of Freedom, Security and Justice, which has increased by 13.5% from 2009.","Frau Präsidentin, im Ausschuss für bürgerliche Freiheiten, Justiz und Inneres haben wir uns für eine Erhöhung des Haushalts für die Bereiche Freiheit, Sicherheit und Recht eingesetzt, der gegenüber 2009 um 13,5 % angestiegen ist.",13.5,"Madam President, in the Committee on Civil Liberties, Justice and Home Affairs, we have worked to increase the budget for the Area of Freedom, Security and Justice, which has increased by [REDACTED]% from 2009."
52,"Money","Translate this sentence to German: At the time, the cost of the damages was set at in excess of EUR 4 million and the authorities have not responded to it in any way to date.",Damals betrugen die Kosten für ihre Schäden über 4 Millionen EUR und die Behörden haben bis heute nicht darauf reagiert.,4,"At the time, the cost of the damages was set at in excess of EUR [REDACTED] million and the authorities have not responded to it in any way to date."
53,"Money","Translate this sentence to German: In comparison with the EUR 850 billion given to the banks, only EUR 50 billion has been earmarked for welfare support provisions and production incentives.","Im Vergleich zu den 850 Mrd. EUR, die an die Banken gingen, waren für soziale Abfederungsmechanismen und Produktionsanreize lediglich 50 Mrd. EUR vorgesehen.",850||50,"In comparison with the EUR [REDACTED] billion given to the banks, only EUR [REDACTED] billion has been earmarked for welfare support provisions and production incentives."
54,"Money","Translate this sentence to German: You will recall the assistants' statute, for which I was responsible. After a 23-year long deadlock, 99.5% of Members submitted all the documents on the agreed date to prove that the assistants had a genuine contract and full social security cover.","Denken Sie an das Statut der Assistenten, mit dem ich befasst war: Nach einer dreiundzwanzigjährigen Blockade haben 99,5 % unserer Kollegen zum vorgesehenen Zeitpunkt alle Dokumente vorgelegt, mit denen nachgewiesen werden konnte, dass die Assistenten tatsächlich über einen Arbeitsvertrag und über eine vollständige soziale Absicherung verfügen.",99.5,"You will recall the assistants' statute, for which I was responsible. After a 23-year long deadlock, [REDACTED]% of Members submitted all the documents on the agreed date to prove that the assistants had a genuine contract and full social security cover."
55,"Money","Translate this sentence to German: We know that the trade worldwide is now worth some ECU 3 to 3.5 billion, an estimated one third of it being illegal.","Wie wir wissen, beläuft sich der weltweite Handel inzwischen auf einen Betrag, der zwischen 3, 5 und 5 Milliarden ECU liegt; Schätzungen zufolge liegt dabei der Anteil des illegalen Handels bei einem Drittel.",3.5||3,"We know that the trade worldwide is now worth some ECU [REDACTED] to [REDACTED] billion, an estimated one third of it being illegal."
56,"Money","Translate this sentence to German: The impact assessment estimate for the UK, if maternity leave is extended to 20 weeks, is almost GBP 2.5 billion per year on average.","Die Folgenabschätzungsanalyse für das Vereinigte Königreich im Falle einer Ausweitung des Mutterschaftsurlaubs auf 20 Wochen geht durchschnittlich von fast 2,5 Mrd. GBP im Jahr aus.",2.5,"The impact assessment estimate for the UK, if maternity leave is extended to 20 weeks, is almost GBP [REDACTED] billion per year on average."
57,"Money",Translate this sentence to German: I am sure my colleague would not object to my drawing Commissioner McCreevy’s attention to the fact that last Friday 100 000 people in Ireland marched to express their anger at the Bolkestein directive for which he currently has responsibility.,"Mein Kollege hat sicher nichts dagegen, wenn ich Kommissar McCreevy daran erinnere, dass in der vergangenen Woche 100 000 Iren auf die Straße gegangen sind, um ihre Wut über die Bolkestein-Richtlinie zum Ausdruck zu bringen, für die der Kommissar gegenwärtig verantwortlich zeichnet.",100 000,I am sure my colleague would not object to my drawing Commissioner McCreevy’s attention to the fact that last Friday [REDACTED] people in Ireland marched to express their anger at the Bolkestein directive for which he currently has responsibility.
