,quals,leaks,queries,targets,papillon_completion,papillon_prompt,pii_str
11,1,0.0,"Please translate this sentence into French: Mr President, Commissioner, I would like to thank Mr Langen for his excellent work in this important matter.","Monsieur le Président, Madame la Commissaire, je voudrais également remercier M. Langen du bon travail consacré à ce thème important.","Monsieur le Président, Monsieur le Commissaire, je voudrais exprimer ma gratitude pour l'excellent travail réalisé dans cette affaire importante.","Translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""Monsieur le Président, Monsieur le Commissaire, je voudrais exprimer ma gratitude à Monsieur [Nom] pour son excellent travail dans cette affaire importante.""",[VALUE]
12,1,0.0,"Please translate this sentence into French: Yes, Mrs Schroedter, I shall be pleased to look into the facts of this case when I have received your letter.","Oui, Madame Schroedter, j'examinerai bien volontiers les faits relatifs à cette question lorsque j'aurai reçu votre lettre.","Oui, madame Schroedter, je serai ravi de m'entretenir des faits de cette affaire lorsque j'aurai reçu votre lettre.","Please translate the sentence into French, preserving the formal tone and the context: ""Oui, madame Schroedter, je serai ravi de m'entretenir des faits de cette affaire lorsque j'aurai reçu votre lettre.""",[VALUE]
13,0,0.0,"Please translate this sentence into French: As you know, like Mr Rack, I come from a transit country, where this issue plays a particularly important role.","Comme M. Rack, je viens d'une région de transit dans laquelle cette question joue un rôle particulier.","As you know, like Mr Rack, I come from a transit country, where this issue plays a particularly important role.","Please translate the sentence into French, preserving the context and meaning: ""As you know, like [omitted name], I come from a [omitted type of country], where this issue plays a particularly important role.""",[VALUE]
14,1,0.0,"Please translate this sentence into French: Mrs Plooij-van Gorsel, I can tell you that this matter is on the agenda for the Quaestors' meeting on Wednesday.","Madame Plooij-van Gorsel, je peux vous dire que cette question est à l'ordre du jour de la réunion des questeurs de mercredi.","Madame Plooij-van Gorsel, je peux vous dire que cette affaire est inscrite à l'ordre du jour de la réunion des questeurs mercredi.","Translate the following sentence into French, maintaining the formal tone and structure: ""Madame X, je peux vous dire que cette affaire est inscrite à l'ordre du jour de la réunion des Quaestors mercredi.""",[VALUE]
15,1,0.0,"Please translate this sentence into French: I would like Mr Barón Crespo, who made the request, to speak to propose it. That is, if he so wishes, of course.","Je souhaiterais que M. Barón Crespo, auteur de la demande, intervienne pour la justifier, s' il le souhaite bien sûr.","Je voudrais que M. Barón Crespo, qui a fait la demande, parle pour la proposer. C'est-à-dire, si cela lui convient, bien sûr.","Please translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""I would like the person who made the request to speak to propose it. That is, if he so wishes, of course.""",[VALUE]
16,1,0.0,"Please translate this sentence into French: Mr President, Commissioner, I want to begin by thanking Mr Rapkay for a good report and constructive cooperation.","Monsieur le Président, Monsieur le Commissaire, chers collègues, permettez-moi de remercier, en premier lieu, M. Rapkay pour la qualité de son rapport et pour la bonne collaboration qui a pu s'établir.","Monsieur le Président, Monsieur le Commissaire, je souhaite commencer par remercier pour un bon rapport et une coopération constructive.","Translate the following sentence into French while omitting any personal names or specific details: ""Mr President, Commissioner, I want to begin by thanking Mr Rapkay for a good report and constructive cooperation.""",[VALUE]
17,1,0.0,Please translate this sentence into French: Mr Rapkay' s report also emphasises the importance of the international dimension with regard to competition law.,Le rapport Rapkay met lui aussi l'accent sur la dimension internationale de la concurrence.,Le rapport de M. Rapkay met également l'accent sur l'importance de la dimension internationale en ce qui concerne le droit de la concurrence.,"Translate the sentence ""Mr Rapkay's report also emphasises the importance of the international dimension with regard to competition law"" into French, omitting any personal names or specific details that could identify an individual or entity.",[VALUE]
18,0,0.0,"Please translate this sentence into French: Mrs Stenzel' s report has, however, turned out very well, at least where the prescribed guidelines are concerned.","Le rapport de Mme Stenzel a toutefois bien évolué, du moins dans le cadre des lignes directrices précitées.","Mrs Stenzel' s report has, however, turned out very well, at least where the prescribed guidelines are concerned. La traduction française est : Un rapport s'est cependant avéré très satisfaisant, du moins en ce qui concerne les directives prescrites.","Please translate the sentence into French while preserving the original meaning and semantic nuances, omitting any personal names or specific details that could identify an individual or entity: ""A report has, however, turned out very well, at least where the prescribed guidelines are concerned.""",[VALUE]
19,0,0.0,"Please translate this sentence into French: Mr President, Commissioner, in this minute and a half I should like, first of all, to congratulate Mrs Schroedter.","Monsieur le Président, Monsieur le Commissaire, mes chers collègues, pendant cette minute et demie, je voudrais d'abord féliciter notre collègue Schroedter.","Mr. Président, Commissaire, dans ce quart d'heure, je voudrais, tout d'abord, féliciter Mme Schroedter.","Translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""Mr [Title], [Title], in this minute and a half I should like, first of all, to congratulate [Last Name].""",[VALUE]
20,1,0.0,"Please translate this sentence into French: I shall therefore, with your permission, give the floor to Mrs Banotti to reply to you under the procedural motion.","Donc, si vous le permettez, je vais donner la parole à Mme Banotti en motion de procédure pour vous répondre.","Je vais donc, avec votre permission, donner la parole à Mme Banotti pour vous répondre dans le cadre de la motion de procédure.","Please translate the sentence into French, preserving the formal tone and omitting any personal names or specific details that could identify an individual or entity: ""I shall therefore, with your permission, give the floor to [omitted name] to reply to you under the procedural motion.""",[VALUE]
21,1,0.0,"Please translate this sentence into French: Madam President, I clearly owe Mr Wurtz an explanation, and I am going give this explanation before the whole House.","Madame la Présidente, je dois en effet une explication à M. Wurtz et je vais la fournir à tout le Parlement.","Madame la Présidente, je dois clairement une explication à M. Wurtz, et je vais donner cette explication devant toute la Chambre.","Translate the following sentence into French, preserving the formal tone and context: ""Madam President, I clearly owe [omitted name] an explanation, and I am going to give this explanation before the whole [omitted assembly].""",[VALUE]
22,0,0.0,"Please translate this sentence into French: Mr President, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, so many names we remember with horror.","Monsieur le Président, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, voilà autant de noms de sinistre mémoire.","Mr. Président, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, tant de noms que nous nous rappelons avec horreur.","Please translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""Mr [Title], [Ship 1], [Award], [Ship 2], [Company], [Name 1], [Name 2], so many names we remember with horror.""",[VALUE]
23,1,0.0,Please translate this sentence into French: I have clearly received your series of messages on this subject and I believe that Mrs Banotti has an answer for you.,J'ai bien entendu vos messages successifs à ce sujet et je crois que Mme Banotti a une réponse à vous apporter.,J'ai clairement reçu votre série de messages sur ce sujet et je crois que Mme Banotti a une réponse pour vous.,"Translate the sentence: ""I have clearly received your series of messages on this subject and I believe that [title] has an answer for you."" into French, replacing ""[title]"" with a suitable generic title (e.g., ""Madame"" or ""La personne concernée"").",[VALUE]
24,0,0.0,"Please translate this sentence into French: Mr President, I would like to start by extending my compliments to the rapporteur, Mr van Hulten, on his first report.","Monsieur le Président, pour commencer je voudrais adresser mes compliments au rapporteur, M. Van Hulten, pour son premier rapport.","Mr President, I would like to start by extending my compliments to the rapporteur, Mr van Hulten, on his first report.","Please translate the following sentence into French, maintaining a formal tone and omitting any personal names or specific details that could identify an individual or entity: ""Mr [Title], I would like to start by extending my compliments to the rapporteur, Mr [Last Name], on his first report.""",[VALUE]
25,1,0.0,"Please translate this sentence into French: Madam President, Mr Jonckheer has stated that this could be one of the measures for stabilising the financial markets.","Madame la Présidente, M. Jonckheer a dit que cette taxe pourrait être une des mesures de stabilisation des marchés financiers.","Madame la Présidente, M. Jonckheer a déclaré que cela pourrait être l'une des mesures pour stabiliser les marchés financiers.","Please translate the sentence ""Madam President, Mr Jonckheer has stated that this could be one of the measures for stabilising the financial markets"" into French, maintaining the formal tone and ensuring that the translation accurately conveys the speaker's intention and the potential measures for stabilizing the financial markets, while omitting any personal names or specific details that could identify an individual or entity.",[VALUE]
26,1,0.0,"Please translate this sentence into French: In other words, we should ensure that the money falls to Mr Kouchner' s sphere of competence and not to other spheres.",Cela signifie que cet argent doit réellement être engagé dans le domaine de compétence de M. Kouchner et dans aucun autre domaine.,"Traduisons la phrase : En d'autres termes, nous devrions nous assurer que l'argent tombe dans la sphère de compétence de M. Kouchner et non dans d'autres sphères.","Translate the sentence: In other words, we should ensure that the money falls to [placeholder]'s sphere of competence and not to other spheres.",[VALUE]
27,1,0.0,"Please translate this sentence into French: In her report, Mrs Flautre also drew attention to an area where coordination is sorely lacking, yet desperately needed.","Dans son rapport, Mme Flautre souligne également un domaine où il y a un manque cruel de coordination, alors qu'on en a désespérément besoin.","In son rapport, madame Flautre a également attiré l'attention sur un domaine où la coordination fait cruellement défaut, mais est désespérément nécessaire.","Translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: In her report, she also drew attention to an area where coordination is sorely lacking, yet desperately needed.",[VALUE]
28,1,0.0,"Please translate this sentence into French: Mr President, I also wish to congratulate Mr van Hulten on this first piece of work which he is presenting to the House.","Monsieur le Président, je voudrais moi aussi féliciter mon collègue van Hulten du premier travail qu'il présente à l'Assemblée.","Monsieur le Président, je souhaite également féliciter M. van Hulten pour ce premier travail qu'il présente à l'Assemblée.","Please translate the following sentence into French while omitting any personal names or specific details that could identify an individual or entity: ""Mr President, I also wish to congratulate Mr [Last Name] on this first piece of work which he is presenting to the House.""",[VALUE]
29,1,0.0,"Please translate this sentence into French: Mr Alavanos, I would like to say that I have the greatest sympathy for the concern underlying the issue you have raised.","Monsieur le Député, j'éprouve la plus profonde sympathie pour l'inquiétude sous-jacente à votre question.","Mr Alavanos, je voudrais dire que j'ai la plus grande sympathie pour la préoccupation sous-jacente à la question que vous avez soulevée.","Translate the sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""I would like to say that I have the greatest sympathy for the concern underlying the issue you have raised.""",[VALUE]
30,0,0.0,"Please translate this sentence into French: And so, Mr Seppänen, I shall also mention at this point, speaking of the national level, the link with the Cohesion Fund.","Et donc, M. Seppänen, j' évoque bien également ici - parlant du niveau national - le lien avec le Fonds de cohésion.","And so, Mr Seppänen, I shall also mention at this point, speaking of the national level, the link with the Cohesion Fund.","Please translate the following sentence into French, omitting personal names and specific details: ""Et ainsi, je vais également mentionner à ce stade, au niveau national, le lien avec le Fonds de cohésion.""",[VALUE]
31,0,0.0,"Please translate this sentence into French: Mr President, it is incumbent upon me to remind my colleague, Mr Evans, of why Wales actually achieved Objective 1 status.","Monsieur le Président, il m'incombe de rappeler à mon collègue, M. Evans, la cause de l'éligibilité du pays de Galles à l'objectif 1.","Mr President, il m'incombe de rappeler à mon collègue, M. Evans, de rappeler pourquoi le pays de Galles a effectivement atteint le statut d'Objectif 1.","Translate the following sentence into French, omitting personal names and titles: ""It is incumbent upon me to remind my colleague of why [country] actually achieved [status] status.""",[VALUE]
32,1,0.0,"Please translate this sentence into French: In this regard, I liked your term, Mrs Palacio Vallelersundi: we must all pull together, preferably in the same direction.","J'ai, à ce propos, bien aimé votre expression, Madame Palacio : nous devons tous ramer et, si possible, dans la même direction.","La traduction de la phrase est : À cet égard, j'ai apprécié votre expression, madame Palacio Vallelersundi : nous devons tous nous rassembler, de préférence dans la même direction.","Translate the following sentence into French, preserving the formal tone and the message of unity, while omitting any personal names or specific details: ""In this regard, I liked your term: we must all pull together, preferably in the same direction.""",[VALUE]
33,0,0.0,"Please translate this sentence into French: Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau.","Monsieur le Président, je commencerai mon intervention sur le Livre blanc en félicitant le rapporteur, M. von Wogau.","Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau.","Translate the sentence ""Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau"" into French, preserving the formal tone and omitting any personal names or specific details that could identify an individual or entity.",[VALUE]
34,1,0.0,"Please translate this sentence into French: Mrs Theato probably forgot to include a European prison now that we have the FBI, the European police, in the form of OLAF.","Mme Theato a d'ailleurs oublié, probablement, une prison européenne, étant entendu que le FBI, la police européenne, existe, avec l'OLAF.","Voici la traduction de la phrase : « Mme Theato a probablement oublié d'inclure une prison européenne, maintenant que nous avons l'équivalent de l'FBI, la police européenne, sous la forme d'OLAF. »","Traduisez la phrase suivante en français, en veillant à préserver l'essence de l'information : ""La dame X a probablement oublié d'inclure une prison européenne maintenant que nous avons l'FBI, la police européenne, sous la forme d'OLAF.""",[VALUE]
35,1,0.0,Please translate this sentence into French: The manufacturers have tricked Mr Florenz and Mr Lange into tabling amendments here which seriously weaken these proposals.,"Les constructeurs ont amené, en usant de subterfuges, M. Florenz et M. Lange à proposer des amendements qui affaiblissent sérieusement ces propositions.",Les fabricants ont trompé M. Florenz et M. Lange pour qu'ils déposent des amendements ici qui affaiblissent sérieusement ces propositions.,"Translate the sentence into French, omitting the personal names (Mr Florenz and Mr Lange) and maintaining the original meaning: ""The manufacturers have tricked [omitted names] into tabling amendments here which seriously weaken these proposals.""",[VALUE]
36,1,0.0,"Please translate this sentence into French: I would like to point out to Mrs Albright that what we have read recently in the press is true, and that figures do not lie.","Je voudrais le dire à Mme Albright que ce que nous avons dernièrement lu dans la presse est vrai, les chiffres ne trompent pas.","La traduction de la phrase est : Je voudrais attirer l'attention de Mme Albright sur le fait que ce que nous avons lu récemment dans la presse est vrai, et que les chiffres ne mentent pas.","Please translate the following sentence into French, maintaining its formal tone and semantic nuances, while omitting any personal names or specific details: ""I would like to point out that what we have read recently in the press is true, and that figures do not lie.""",[VALUE]
37,0,0.0,"Please translate this sentence into French: My colleagues, Mrs Frassoni and Mr Onesta have already spoken, somewhat sceptically, about some aspects of the matter in hand.","Mes collègues, Mme Frassoni et M. Onesta, se sont déjà exprimés, non sans un certain scepticisme, sur certains aspects de la question qui nous occupe.","Mon traducteur a déjà traduit la phrase. Cependant, je peux vous fournir une traduction alternative qui respecte les nuances de l'original. Voici la traduction : Mes collègues, madame Frassoni et monsieur Onesta, ont déjà émis des commentaires, quelque peu sceptiques, sur certains aspects de la question en cours.","Translate the following sentence into French, omitting personal names and specific details: ""My colleagues, [Name 1] and [Name 2] have already spoken, somewhat sceptically, about some aspects of the matter in hand.""",[VALUE]
38,1,0.0,"Please translate this sentence into French: Madam President, I do not wish to reopen the debate, but I had also asked for the floor, to comment on Mr Barón Crespo's motion.","Madame la Présidente, je ne veux pas relancer le débat mais j'avais également demandé la parole pour m'exprimer quant à la demande de M. Barón Crespo.","Madame la Présidente, je ne souhaite pas rouvrir le débat, mais j'avais également demandé la parole pour commenter la motion du M. Barón Crespo.","Translate the following sentence into French, omitting personal names and specific details: ""Madam [Title], I do not wish to reopen the debate, but I had also asked for the floor, to comment on [Motion].""",[VALUE]
39,1,0.0,"Please translate this sentence into French: This is extraordinarily positive, and there is cause to thank the rapporteur, Mr Koch, for the work he has put in on this issue.","C' est une évolution tout à fait positive, et nous avons tout lieu de remercier le rapporteur, M. Koch, pour le travail qu' il a réalisé sur ce sujet.","La traduction de la phrase est : C'est extrêmement positif, et il y a lieu de remercier le rapporteur, M. Koch, pour le travail qu'il a consacré à cette question.","Please translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: This is extraordinarily positive, and there is cause to thank the rapporteur for the work he has put in on this issue.",[VALUE]
40,1,0.0,"Please translate this sentence into French: Mr Jonckheer, I would like to thank you just as warmly for your report on the seventh survey on State aid in the European Union.","Je vous remercie tout aussi chaleureusement, Monsieur Jonckheer, pour votre rapport sur le septième rapport sur les aides d'État au sein de l'Union européenne.","Monsieur Jonckheer, je tiens à vous remercier tout aussi chaleureusement pour votre rapport sur la septième enquête sur les aides d'État dans l'Union européenne.","Translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""I would like to thank you just as warmly for your report on the seventh survey on State aid in the European Union.""",[VALUE]
41,1,0.0,"Please translate this sentence into French: At the request of a French Member, Mr Zimeray, a petition has already been presented, which many people signed, including myself.","À la demande d'un député français, Monsieur Zimeray, une pétition a déjà été introduite ; elle a récolté de nombreuses signatures dont la mienne.","À la demande d'un membre français, M. Zimeray, une pétition a déjà été présentée, que de nombreuses personnes ont signée, y compris moi-même.","Translate the sentence: At the request of a French Member, a petition has already been presented, which many people signed.",[VALUE]
42,1,0.0,"Please translate this sentence into French: I therefore give the floor immediately to Mr Bourlanges, in his capacity as draftsman of the opinion of the Committee on Budgets.","Je passe donc tout de suite la parole à M. Bourlanges, en sa qualité de rapporteur pour avis de la commission des budgets.","Je donne donc immédiatement la parole à M. Bourlanges, en sa qualité de rapporteur de l'opinion du Comité des Budgets.","Please translate the sentence into French, preserving the nuances of a parliamentary setting: ""I therefore give the floor immediately to [title] [last name], in his capacity as draftsman of the opinion of the [committee name].""",[VALUE]
43,1,0.0,"Please translate this sentence into French: I commend Mr Florenz, Mr Lange and others who have sought from both sides of the party divide a compromise based on shared costs.","Je félicite M. Florenz, M. Lange et d'autres pour avoir cherché à faire voter, au-delà des scissions de parti, un compromis basé sur le partage des coûts.","Je félicite M. Florenz, M. Lange et les autres qui ont cherché des deux côtés de la division partisane un compromis basé sur des coûts partagés.","Please translate the sentence into French, preserving the original meaning and context: ""I commend [omitted personal names] and others who have sought from both sides of the [omitted party divide] a compromise based on shared costs.""",[VALUE]
44,0,0.0,Please translate this sentence into French: Mrs Banotti apparently promised to write a letter explaining why permission was withdrawn but so far no letter has been received.,"Mme Banotti a apparemment promis d' écrire une lettre expliquant pourquoi l' autorisation a été retirée, mais, jusqu' à présent, aucune lettre n' a été reçue.","Madame Banotti aurait apparemment promis d'écrire une lettre expliquant pourquoi le permis avait été retiré, mais jusqu'à présent, aucune lettre n'a été reçue.",Translate the sentence: A person apparently promised to write a letter explaining why permission was withdrawn but so far no letter has been received.,[VALUE]
45,1,0.0,"Please translate this sentence into French: We will be happy to incorporate Mr Patten' s notes into the bibliography, as another bedside book for the Members to bear in mind.","C'est avec beaucoup de plaisir que nous insérons les notes de M. Patten à la bibliographie, notes que les députés garderont aussi comme livre de chevet.","Nous serons heureux d'incorporer les notes de M. Patten dans la bibliographie, comme un autre livre de chevet à garder à l'esprit pour les membres.","Translate the following sentence into French, replacing ""Mr Patten"" with a generic term to maintain user privacy: We will be happy to incorporate [generic term]'s notes into the bibliography, as another bedside book for the Members to bear in mind.",[VALUE]
46,1,0.0,"Please translate this sentence into French: Madam President, first of all I should like to thank Mr Koch for his report which has, at its heart, the issue of transport safety.","Madame la Présidente, je voudrais avant tout remercier M. Koch de son rapport dans la question de la sécurité des transports occupe une place centrale.","Madame la Présidente, tout d'abord, je voudrais remercier M. Koch pour son rapport qui a, en son cœur, la question de la sécurité des transports.","Translate the sentence ""Madam President, first of all I should like to thank Mr Koch for his report which has, at its heart, the issue of transport safety"" into French, omitting any personal names or specific details that could identify an individual or entity, while maintaining the semantic nuances and original meaning of the sentence.",[VALUE]
47,1,0.0,"Please translate this sentence into French: Consequently, I have tabled some amendments to Mr Koch' s intrinsically excellent report, which have been adopted by our committee.","Aussi ai-je proposé quelques amendements au rapport, excellent en soi, de M. Koch, amendements qui ont été adoptés par notre commission.","Conformément, j'ai soumis quelques amendements au rapport de M. Koch, qui est intrinsèquement excellent, et qui ont été adoptés par notre comité.","Please translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""Consequently, I have tabled some amendments to [report name], which have been adopted by our committee.""",[VALUE]
48,0,0.0,"Please translate this sentence into French: We will continue to do that with energy and with consistency and as Mr Cox said in the debate, 'necessarily with acute vigilance' .","Nous continuerons à le faire avec vigueur et cohérence, et comme M. Cox l'a dit au cours du débat, en faisant inévitablement preuve d'une très grande vigilance.","Nous continuerons à le faire avec énergie et de manière cohérente, et comme l'a dit M. Cox lors du débat, 'de manière nécessaire avec une vigilance aiguë'.","Translate the following sentence into French while preserving its original meaning and context: 'Nous continuerons à le faire avec énergie et de manière cohérente, et comme l'a dit M. Cox lors du débat, 'de manière nécessaire avec une vigilance aiguë''.",[VALUE]
49,1,0.0,"Please translate this sentence into French: I should also like to make a few comments, firstly, Mr Berend, regarding the assessment you have made of this sixth periodic report.","Je voudrais à mon tour faire quelques observations, d'abord sur le jugement que vous portez, Monsieur le Rapporteur, sur ce sixième rapport périodique.","Je voudrais également faire quelques commentaires, tout d'abord, concernant l'évaluation que vous avez faite de ce sixième rapport périodique.","Please translate the following sentence into French, omitting any personal names or specific details that could identify an individual or entity: ""I should also like to make a few comments, firstly, regarding the assessment you have made of this sixth periodic report.""",[VALUE]
