,quals,leaks,queries,targets,papillon_completion,papillon_prompt,pii_str
20,1,0.0,Please translate this sentence into German: Most of Parliament' s amendments have been taken into account and the fact that the programme has seen its total funding rise to EUR 77 million must be seen as positive.,"Die meisten Änderungen des Parlaments sind berücksichtigt worden, und die Aufstockung des Finanzrahmens auf 77 Millionen Euro ist positiv zu werten.","Die meisten Änderungen des Parlaments wurden berücksichtigt und der Umstand, dass das Programm seine Gesamtförderung auf 77 Millionen EUR erhöht hat, muss als positiv angesehen werden.","Translate the following sentence into German while maintaining the formal tone and context: ""Die meisten Änderungen des Parlaments wurden berücksichtigt und der Umstand, dass das Programm seine Gesamtförderung auf 77 Millionen EUR erhöht hat, muss als positiv angesehen werden.""",[VALUE]
21,0,0.0,Please translate this sentence into German: USD 1 800 billion is the volume of money moved every day in the world' s currency markets. This represents over a quarter of the annual global volume of trade in goods and services.,Eine Geldmenge in Höhe von 1800 Milliarden Dollar ist tagtäglich auf den internationalen Finanzmärkten im Umlauf; dies entspricht mehr als einem Viertel des internationalen Jahresvolumens des realen Güter- und Dienstleistungsverkehrs.,Please translate this sentence into German: USD 1 800 billion is the volume of money moved every day in the world's currency markets. This represents over a quarter of the annual global volume of trade in goods and services.,"Translate the following sentence into German, using formal terminology to describe the amount of money and its representation: ""USD 1 800 billion is the volume of money moved every day in the world's currency markets. This represents over a quarter of the annual global volume of trade in goods and services.""",[VALUE]
22,0,0.0,"Please translate this sentence into German: For the 2000-2006 period provision has been made, unfortunately, only for a total contribution of EUR 2 020 million, and an indicative allocation for each Member State has been set.",Für den Zeitraum 2000-2006 ist ein Gesamtbeitrag von 2 020 Millionen Euro und eine indikative Mittelaufteilung pro Mitgliedstaat vorgesehen.,"For the 2000-2006 period provision has been made, unfortunately, only for a total contribution of EUR 2 020 million, and an indicative allocation for each Member State has been set.","Translate the following sentence into German while maintaining its formal tone and structure: ""For the 2000-2006 period provision has been made, unfortunately, only for a total contribution of EUR 2 020 million, and an indicative allocation for each Member State has been set.""",[VALUE]
23,0,0.0,Please translate this sentence into German: I will give you one example of this. In the 1998 Court of Auditors report an exchange rate miscalculation in relation to Italian wine cost the taxpayers of Europe GBP 8 to 10 million.,"Ich möchte Ihnen ein Beispiel geben: Im Jahresbericht 1998 des Rechnungshofes wird darauf verwiesen, daß eine falsche Berechnung des Wechselkurses bei italienischem Wein den europäischen Steuerzahler 8-10 Mio. GBP kostete.",Please translate this sentence into German: I will give you one example of this. In the 1998 Court of Auditors report an exchange rate miscalculation in relation to Italian wine cost the taxpayers of Europe GBP 8 to 10 million.,"Translate the following sentence into German, preserving the original meaning and context: ""I will give you one example of this. In the 1998 Court of Auditors report an exchange rate miscalculation in relation to Italian wine cost the taxpayers of Europe GBP 8 to 10 million.""",[VALUE]
24,1,0.0,"Please translate this sentence into German: Fourthly, we need the shipowner to bear liability, and not just to the tune of a derisory USD 12 million, but to the value of at least USD 400 million, to be covered per insurance certificate.","Viertens brauchen wir die Haftung bei dem Schiffseigner, und zwar nicht nur lächerliche 12 Millionen Dollar, sondern mindestens 400 Millionen Dollar, die der Schiffseigentümer per Versicherungsnachweis belegen muß.","Viertens müssen wir den Schiffseigner in die Haftung nehmen, und zwar nicht nur in Höhe von lächerlichen 12 Millionen USD, sondern in einem Wert von mindestens 400 Millionen USD, der durch ein Versicherungsschein abgedeckt werden soll.","Translate the following sentence into German, preserving the formal tone and original meaning: ""Fourthly, we need the shipowner to bear liability, and not just to the tune of a derisory USD 12 million, but to the value of at least USD 400 million, to be covered per insurance certificate.""",[VALUE]
25,1,0.0,"Please translate this sentence into German: The European Union is the single largest contributor, with 80 million pounds to the International Fund for Ireland. The European Union contributes 75% of the Peace and Reconciliation programme.","Mit ihrem Beitrag in Höhe von 80 Mio. Pfund für den Internationalen Fonds für Irland ist die EU größter Einzelförderer, außerdem steuert sie 75 % der Gelder für das Programm zur Unterstützung von Frieden und Aussöhnung bei.","Der größte Beitragszahler ist die Europäische Union, mit 80 Millionen Pfund zum Internationalen Fonds für Irland. Die Europäische Union trägt 75% zum Friedens- und Versöhnungsprogramm bei.","Translate the following sentence into German, using formal terminology and avoiding any identifiable information: ""The [largest contributor] is the [single largest contributor], with [amount] to the [International Fund for Ireland]. The [largest contributor] contributes [percentage]% of the [Peace and Reconciliation programme].""

Please fill in the brackets with the corresponding information, ensuring that the entities and their relationships are preserved.",[VALUE]
26,1,0.0,"Please translate this sentence into German: Mr President, the storms which devastated France during the night between 26 and 27 December have caused, as has been said, 90 deaths and damage to a value of FF 75 billion, i.e. EUR 11 billion.","Herr Präsident, werte Kolleginnen und Kollegen! Die Stürme, die Frankreich in den Nächten vom 26. und 27. Dezember heimgesucht haben, forderten, wie bereits gesagt wurde, 90 Menschenleben und richteten Schäden in Höhe von 75 Milliarden Francs, also 11 Milliarden Euro an.","Herr Präsident, die Stürme, die Frankreich in der Nacht zwischen 26. und 27. Dezember heimgesucht haben, haben, wie gesagt, 90 Tote und Schäden im Wert von FF 75 Milliarden verursacht, d.h. EUR 11 Milliarden.","Translate the following sentence into German, replacing sensitive information with placeholders: ""Herr Präsident, die Stürme, die [COUNTRY] in der Nacht zwischen [DATE] und [DATE] heimgesucht haben, haben, wie gesagt, [NUMBER] Tote und Schäden im Wert von [CURRENCY] [AMOUNT] verursacht, d.h. [CURRENCY] [AMOUNT].""",[VALUE]
27,0,0.0,"Please translate this sentence into German: The aid which Union Member States allocate each year to the sectors under consideration reached a total of EUR 95 billion in the period 1995-1997, including 40% allocated to the manufacturing sector.","Die jährlich von den EU­Mitgliedstaaten an die in Betracht kommenden Sektoren gewährten Beihilfen beliefen sich im Zeitraum 1995-1997 auf insgesamt 95 Milliarden Euro, davon gingen 40 % an das verarbeitende Gewerbe.","Die von den Mitgliedstaaten der Union jährlich zur Verfügung gestellte Unterstützung für die im Rahmen der Überlegungen befindlichen Sektoren belief sich in der Periode 1995-1997 auf insgesamt 95 Mrd. EUR, wobei 40 % der Unterstützung dem Bereich der Herstellung zugewiesen wurden.","Translate the following sentence into German, using formal terminology and avoiding any identifiable information: ""Die von den Mitgliedstaaten der Union jährlich zur Verfügung gestellte Unterstützung für die im Rahmen der Überlegungen befindlichen Sektoren belief sich in der Periode 1995-1997 auf insgesamt 95 Mrd. EUR, wobei 40 % der Unterstützung dem Bereich der Herstellung zugewiesen wurden.""",[VALUE]
28,0,0.0,"Please translate this sentence into German: Mr Langen mentioned that the implementation budget proposed by the Council was initially FF 74 million, whereas the Commission proposed 81.1 million, a figure which the European Parliament supported.","Der Berichterstatter hat daran erinnert, daß die vom Rat vorgeschlagene Mittelausstattung zu Beginn bei 74 Millionen Francs lag, während die Kommission 81,1 Millionen veranschlagt hatte, einen Betrag, den das Europäische Parlament mitgetragen hatte.","Der Vorsitzende erwähnte, dass der vom Rat vorgeschlagene Umsetzungshaushalt ursprünglich FF 74 Millionen betrug, während die Kommission 81,1 Millionen vorschlug, eine Summe, die das Europäische Parlament unterstützte.","Translate the following sentence into German, using formal terminology and avoiding any identifiable information: ""Der Vorsitzende erwähnte, dass der vom Rat vorgeschlagene Umsetzungshaushalt ursprünglich FF 74 Millionen betrug, während die Kommission 81,1 Millionen vorschlug, eine Summe, die das Europäische Parlament unterstützte.""",[VALUE]
29,0,0.0,"Please translate this sentence into German: Mr President, from this year until the year 2006 around EUR 200 billion is available for the Structural Funds, but only 5¾ % is set aside for the Community initiatives, INTERREG, LEADER, URBAN and EQUAL.","Herr Präsident! Seit diesem Jahr stehen rund 200 Milliarden Euro für die Strukturfonds bis zum Jahr 2006 zur Verfügung, aber nur 5 3/4 % sind für die Gemeinschaftsinitiativen reserviert: INTERREG, LEADER, URBAN und EQUAL.","Mr. Präsident, von diesem Jahr bis zum Jahr 2006 stehen ungefähr 200 Milliarden EUR für die Strukturfonds zur Verfügung, wobei jedoch nur 5¾ % für die Gemeinschaftsinitiativen, einschließlich INTERREG, LEADER, URBAN und EQUAL, reserviert sind.","Translate the following sentence into German, using formal terminology to describe the context: ""From this year until the year 2006, approximately EUR 200 billion is allocated for structural funding, with only 5¾ % reserved for community initiatives, including INTERREG, LEADER, URBAN, and EQUAL.""",[VALUE]
30,1,0.0,"Please translate this sentence into German: With a figure for trade in goods and services of FRF 36 000 billion only being equal to the product of four days' speculation, the financial bubble owes very little to the productive activity of individuals.","Bei einer Gesamtsumme des Güter- und Dienstleistungsverkehrs von 36 000 Milliarden Francs, dies entspricht dem Ergebnis einer nur viertägigen Spekulationstätigkeit, verdankt die finanzielle Seifenblase der produktiven Tätigkeit der Individuen nicht mehr viel.","Die Übersetzung der gegebenen Aussage lautet: ""Mit einem für den Handel mit Waren und Dienstleistungen von FRF 36 000 Milliarden nur gleichbedeutenden Produkt von vier Tagen Spekulation, verdankt die Finanzblase der produktiven Tätigkeit von Einzelpersonen sehr wenig.""","Translate the given sentence into German, using formal terminology and avoiding any identifiable information: ""Mit einem für den Handel mit Waren und Dienstleistungen von FRF 36 000 Milliarden nur gleichbedeutendem Produkt von vier Tagen Spekulation, schuldet die Finanzblase sehr wenig der produktiven Tätigkeit von Einzelpersonen.""",[VALUE]
31,1,0.0,"Please translate this sentence into German: The European Social Fund contribution for the period 2000-2006 will total 2 487 billion euro. As the EQUAL initiative is a joint funding venture with the Member States, what will Greece's contribution amount to?","Da sich der Beitrag des Europäischen Sozialfonds für den Zeitraum 2000-2006 auf 2,487 Milliarden Euro beläuft und die Initiative EQUAL von den Mitgliedstaaten mitfinanziert wird, wird die Kommission um Mitteilung ersucht, wie hoch der Beitrag Griechenlands sein wird.","Der Beitrag des Europäischen Sozialfonds für den Zeitraum 2000-2006 wird insgesamt 2 487 Milliarden Euro betragen. Da die EQUAL-Initiative ein gemeinsames Finanzierungsprojekt mit den Mitgliedstaaten ist, wie hoch wird der Beitrag Griechenlands sein?","Translate the following sentence into German while maintaining the context of the European Social Fund and the EQUAL initiative: ""The European Social Fund contribution for the period [time period] will total [amount] euro. As the EQUAL initiative is a joint funding venture with the Member States, what will [country]’s contribution amount to?""",[VALUE]
32,1,0.0,"Please translate this sentence into German: The Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy would advise you to release the EUR 35 million, and this piece of advice is given because this money can truly benefit those in need.","Der Ausschuß für auswärtige Angelegenheiten, Menschenrechte, gemeinsame Sicherheit und Verteidigungspolitik empfiehlt Ihnen, die 35 Millionen Euro freizugeben, und diese Empfehlung wird gegeben, weil dieses Geld wirklich den betroffenen Menschen zugute kommen kann.","The translation of the given sentence into German is: Der Ausschuss für Auswärtige Angelegenheiten, Menschenrechte, Gemeinsame Sicherheits- und Verteidigungspolitik empfiehlt Ihnen, die EUR 35 Millionen freizugeben, und dieser Rat wird erteilt, da diese Mittel tatsächlich den Bedürftigen zugutekommen können.","Translate the following sentence into German, using formal terminology and avoiding any identifiable information: ""Die Ausschuss für Außenangelegenheiten, Menschenrechte, gemeinsame Sicherheit und Verteidigungspolitik würde Sie bitten, die EUR 35 Millionen freizugeben, und dieser Rat wird erteilt, weil diese Gelder tatsächlich den Bedürftigen zugute kommen können.""",[VALUE]
33,1,0.0,"Please translate this sentence into German: Between EUR 1 500 and 2 000 billion are traded every day on the financial markets. In three or four days, this can equal the total figure of annual global production, or global GDP, of approximately EUR 6 000 billion.","Täglich werden 1500 bis 2000 Milliarden Euro auf den Finanzmärkten umgesetzt; dies entspricht innerhalb von drei bis vier Tagen der Gesamtsumme der internationalen Jahresproduktion, also des internationalen BIP, das bei etwa 6000 Milliarden Euro liegt.",Die Übersetzung der gegebenen Aussage lautet: Zwischen 1 500 und 2 000 Milliarden Euro werden täglich an den Finanzmärkten gehandelt. In drei oder vier Tagen kann dies der gesamten jährlichen globalen Produktion oder dem globalen BIP von etwa 6 000 Milliarden Euro entsprechen.,"Translate the following sentence into German while preserving the context and formal tone: ""Between EUR 1 500 and 2 000 billion are traded every day on the financial markets. In three or four days, this can equal the total figure of annual global production, or global GDP, of approximately EUR 6 000 billion.""",[VALUE]
34,1,0.0,"Please translate this sentence into German: INTERREG is one of the four Community initiatives scheduled for the period 2000-2006, and is the one with the largest budget for implementation, i.e. EUR 4.875 billion as opposed to EUR 3.604 billion at the present time.","INTERREG ist Teil der vier für den Zeitraum 2000­2006 geplanten Gemeinschaftsinitiativen und wird mit 4,875 Milliarden Euro gegenüber derzeit 3,604 Milliarden die höchste Finanzausstattung erhalten.","INTERREG ist eine der vier Gemeinschaftsinitiativen, die für die Zeitperiode 2000-2006 geplant sind, und es ist diejenige mit dem größten Budget für die Umsetzung, d. h. EUR 4,875 Mrd. im Gegensatz zu EUR 3,604 Mrd. zu dieser Zeit.","Translate the following sentence into German while preserving the original context and terminology: ""INTERREG ist eines der vier Gemeinschaftsinitiativen, die für die Zeitperiode 2000-2006 geplant sind, und ist dasjenige mit dem größten Budget für die Umsetzung, d. h. EUR 4,875 Mrd. im Gegensatz zu EUR 3,604 Mrd. zu dieser Zeit.""",[VALUE]
35,1,0.0,"Please translate this sentence into German: The Commission is allocating 67 million pounds towards the INTERREG III programme, which will be spent on continuing the development of cross-border economic projects between the Republic of Ireland and Northern Ireland.","Die Kommission bewilligt für das Programm INTERREG-III Mittel in Höhe von 67 Mio. Pfund, die für die Fortführung der Entwicklung von Wirtschaftsprojekten für Gemeinden beiderseits der Grenze zwischen der Republik Irland und Nordirland eingesetzt werden sollen.","Die Kommission bereitstellt 67 Millionen Pfund für das INTERREG-III-Programm, das für die Fortsetzung der Entwicklung grenzüberschreitender wirtschaftlicher Projekte zwischen der Republik Irland und Nordirland verwendet werden wird.","Translate the following sentence into German while preserving the formal tone and context: ""Die Kommission ist 67 Millionen Pfund für das INTERREG-III-Programm bereitgestellt, das für die Fortsetzung der Entwicklung grenzüberschreitender wirtschaftlicher Projekte zwischen der Republik Irland und Nordirland verwendet werden wird.""",[VALUE]
36,1,0.0,"Please translate this sentence into German: I would like to mention here again the URBAN report, in which the rapporteur, in the explanatory statements, has dealt admirably with the issue of the minimum sum of EUR 500 per inhabitant as per the Commission' s guidelines.","Dabei gehe ich auch noch einmal auf den URBAN-Bericht ein, bei dessen Begründung der Berichterstatter dankenswerterweise auch den in den Leitlinien der Kommission ausgewiesenen Mindestbetrag von 500 Euro pro Einwohner anspricht. Das kann als pauschalisierte Zielstellung nicht funktionieren.","Ich möchte hier nochmals den URBAN-Bericht erwähnen, in dem der Berichterstatter in den Erläuterungen das Thema des Mindestbetrags von 500 Euro pro Einwohner gemäß den Richtlinien der Kommission hervorragend behandelt hat.","Translate the following sentence into German, preserving the original meaning and context: ""I would like to mention here again the [REPORT NAME], in which the rapporteur, in the explanatory statements, has dealt admirably with the issue of the [MINIMUM AMOUNT] per inhabitant as per the [COMMISSION NAME]'s guidelines.""",[VALUE]
