,quals,leaks,queries,targets,papillon_completion,papillon_prompt,pii_str
10,0,0.0,Please translate this sentence into German: The Friendly Fellows kids’ club provides fun-filled activities for children aged between 3-15 years.,Im Kinderclub Friendly Fellows amüsieren sich Kinder zwischen 3 und 15 Jahren bei zahlreichen Aktivitäten.,The translation of the sentence is: Der Kinderclub bietet lustige Aktivitäten für Kinder zwischen 3 und 15 Jahren an.,"Translate the following sentence into German: ""The kids' club offers fun activities for children between 3-15 years old.""",[VALUE]
11,1,0.0,"Please translate this sentence into German: He was 85 years old. He died at his Redmond, Washington, home with his third wife Wende by his side.","Er hinterlässt seine Frau, eine fünfjährige Tochter, sechs erwachsene Kinder (darunter Montgomery und Christopher Doohan ) und zahlreiche Enkel und Urenkel.","Er war 85 Jahre alt. Er starb in seinem Haus in Redmond, Washington, an der Seite seiner dritten Ehefrau Wende.","Translate the following sentence into German: ""Er war 85 Jahre alt. Er starb an seinem Haus in Redmond, Washington, an der Seite seiner dritten Ehefrau Wende.""",[VALUE]
12,0,0.0,"Please translate this sentence into German: • Children (2-11years) are charged 75% of the adult fare plus applicable fees, taxes and surcharges.","Kinder zwischen 2 und 11 Jahren bezahlen 75% des Erwachsenentarifs, zuzüglich Steuern, Gebühren und eventueller Aufpreise.","Die Übersetzung lautet: ""Kinder in diesem Alter werden mit 75% des Erwachsenentarifs plus anfallende Gebühren, Steuern und Zuschläge berechnet.""","Translate the following sentence into German: ""Children in this age group are charged a certain percentage of the adult fare plus applicable fees, taxes, and surcharges.""",[VALUE]
13,1,0.0,Please translate this sentence into German: Children between 3 month and 5 years can also be accompanied by Austrian staff (surcharged service).,Kleinkinder zwischen 3 Monaten und 5 Jahren können gegen Aufpreis auch von Austrian Mitarbeitern auf Ihrer Reise begleitet werden. In diesem Falle entfällt die Notwendigkeit eines Mitreisenden der Familie.,The sentence is already in German.,"Translate the following sentence into German: ""Kinder zwischen 3 Monaten und 5 Jahren können auch von österreichischem Personal begleitet werden (zusätzliche Gebühr).""",[VALUE]
14,1,0.0,"Please translate this sentence into German: • Children (2-11years) are charged 75% of the adult fare plus applicable fees, taxes and surcharges.",Kinder zwischen 2 und 11 Jahren bezahlen 75% des Erwachsenentarifs zuzüglich Steuern und Gebühren.,"Die Übersetzung lautet: ""Kinder in diesem Alter werden mit 75% des Erwachsenentarifs plus anfallende Gebühren, Steuern und Zuschläge berechnet.""","Translate the following sentence into German: ""Children in this age group are charged a certain percentage of the adult fare plus applicable fees, taxes, and surcharges.""",[VALUE]
15,1,0.0,"Please translate this sentence into German: Family rates: children up to 2 yrs free of charge, children 3 – 14 yrs 50% reduction on total price.",Kinder ab 3 Jahren bis einschließlich 14 Jahren erhalten eine Ermäßigung von 50 % auf den Gesamtpreis.,"""Die Familienkarte bietet folgende Vorteile: Kinder unter 2 Jahren haben freien Eintritt, Kinder zwischen 3 und 14 Jahren erhalten einen Rabatt von 50% auf den Gesamtpreis.""","Translate the following family rate policy into German: ""Children under a certain age are admitted free of charge, while children within a specified age range receive a 50% discount on the total price.""",[VALUE]
16,1,0.0,"Please translate this sentence into German: You have to be at least fully 18 years-old to play any of our games, real-money or play-money alike.","Vous devez avoir au moins 18 ans pour jouer chez nous, que ce soit avec de l'argent vrai ou virtuel.","Um an unseren Spielen teilzunehmen, ist ein Mindestalter von 18 Jahren erforderlich, unabhängig davon, ob sie echtes Geld beinhalten oder nicht.","Translate the following sentence into German: ""To participate in our games, a minimum age of 18 years is required, regardless of whether they involve real money or not.""",[VALUE]
17,1,0.0,"Please translate this sentence into German: Everyone over the age of 18 is required to vote, although those who fail to do so are not penalized.",Zwischen 1904 und 1914 errichteten Ingenieure der US-Army den Panama-Kanal.,"Everyone over the age of 18 ist verpflichtet, abzustimmen, obwohl jene, die dies nicht tun, nicht bestraft werden.

In Deutschland ist das Wahlalter 18 Jahre, und es gibt keine Strafen für Nichtteilnahme an Wahlen. Die Wahl ist freiwillig, und es gibt keine gesetzlichen Konsequenzen für Nichtteilnahme.

Es ist jedoch wichtig zu beachten, dass in einigen Ländern, wie Australien und Belgien, das Wahlrecht verpflichtend ist und Nichtteilnahme mit Strafen verbunden ist. In anderen Ländern, wie den USA, Kanada und dem Vereinigten Königreich, ist die Wahl freiwillig und es gibt keine gesetzlichen Konsequenzen für Nichtteilnahme.

Insgesamt ist es wichtig, sich über die spezifischen Wahlgesetze und -regelungen in jedem Land zu informieren, um sicherzustellen, dass man sich an die Anforderungen hält.","Please provide a general overview of international voting requirements, focusing on the age of majority and any consequences for non-participation in the electoral process.",[VALUE]
18,0,0.0,Please translate this sentence into German: Château Eza was built 400 years ago within the ancient city walls of the 9th century village of Eze.,Le Château Eza a été bâti il y a 400 ans à l'intérieur de l'ancienne cité de pierres du 9ème siècle du village d'Eze.,The sentence is already in German.,"Translate the following sentence into German: ""Ein Château wurde vor 400 Jahren innerhalb der alten Stadtmauern eines Dorfes aus dem 9. Jahrhundert erbaut.""",[VALUE]
19,1,0.0,"Please translate this sentence into German: When I was 19, a friend showed me how easy it is to produce techno, and that really got me infected.","Als ich ca. 19 war, zeigte mir ein Freund, wie einfach es ist, Techno zu produzieren und damit war ich dann voll infiziert.","Als ich 19 war, zeigte mir ein Freund, wie einfach es ist, Techno zu produzieren, und das hat mich wirklich angesteckt.","Translate the following sentence into German: ""When I was 19, a friend showed me how easy it is to produce techno, and that really got me infected.""",[VALUE]
20,1,0.0,Please translate this sentence into German: Unaccompanied minors between 5 and 11 years old must be booked in as such via the Service Centre » .,Flugtickets für allein reisende Kinder zwischen dem 5. und 12. Geburtstag müssen in unserem Service-Center » gebucht werden.,"Please translate this sentence into German: Unaccompanied minors between 5 and 11 years old must be booked in as such via the Service Centre ». The translation is: ""Unbegleitete Minderjährige im Alter von 5 bis 11 Jahren müssen über das Servicezentrum als solche gebucht werden.""","Translate the following sentence into German: ""Unaccompanied minors between 5 and 11 years old must be booked in as such via the Service Centre »"".",[VALUE]
21,0,0.0,Please translate this sentence into German: The children's discount of 10€ applies to children from 3 to 12 years old for all performance times.,Kinder ab 3 bis einschließlich 12 Jahren erhalten eine Ermäßigung von 10€ für alle Vorstellungen.,"The translation of the given sentence into German is: ""Ein Rabatt von 10€ gilt für Kinder zwischen 3 und 12 Jahren für alle Vorführungen.""","Translate the following sentence into German: ""A discount of 10€ applies to children between 3 and 12 years old for all showtimes.""",[VALUE]
22,1,0.0,Please translate this sentence into German: Oldowan tools are the oldest known formed tools and date as far back as about 2.4 million years ago.,Homo erectus verspeiste aber mehr Fleisch.,"Oldowan-Werkzeuge gelten als die ältesten bekannten geformten Werkzeuge und stammen aus der Zeit vor etwa 2,4 Millionen Jahren.","Translate the following sentence into German: ""Oldowan tools are considered the oldest known formed tools and date back to approximately 2.4 million years ago.""",[VALUE]
23,1,0.0,Please translate this sentence into German: One child from 10 to 16 years is charged EUR 10.00 per night and person when using existing bedding.,"Ein Kind zwischen 10 und 16 Jahren zahlt EUR 10,00 pro Übernachtung und Person in einem der vorhandenen Betten.","One child from 10 to 16 years is charged EUR 10.00 per night and person when using existing bedding. 
Die Übersetzung lautet: Ein Kind im Alter von 10 bis 16 Jahren wird pro Nacht und Person mit EUR 10,00 berechnet, wenn vorhandene Betten genutzt werden.","Translate the following sentence into German, focusing on the general meaning and structure: ""One child from 10 to 16 years is charged [amount] per night and person when using existing bedding.""",[VALUE]
24,1,0.0,"Please translate this sentence into German: You have to be at least fully 18 years-old to play any of our games, real-money or play-money alike.","Sinun täytyy olla vähintään 18 vuotta täyttänyt, jotta voisit pelata mitä tahansa peleistämme, tosirahalla tai leikkirahalla.","Um an unseren Spielen teilzunehmen, ist ein Mindestalter von 18 Jahren erforderlich, unabhängig davon, ob sie echtes Geld beinhalten oder nicht.","Translate the following sentence into German: ""To participate in our games, a minimum age of 18 years is required, regardless of whether they involve real money or not.""",[VALUE]
25,1,0.0,Please translate this sentence into German: Japanese university professor Ueyama Shunpei interviews 85 year old Sawaki Kodo at Antaiji in Kyoto.,Im Jahr seines Todes interviewte der japanische Professor Ueyama Shunpei den bereits 85jährigen Sawaki Kodo im Antaiji in Kyoto. Interview in zwei Teilen mit Photos aus Sawakis Alben.,Der japanische Universitätsprofessor Ueyama Shunpei interviewt den 85-jährigen Zen-Meister Sawaki Kodo im Antaiji in Kyoto.,Translate the following sentence into German: A Japanese university professor interviews an 85-year-old Zen master at a temple in Kyoto.,[VALUE]
26,1,0.0,Please translate this sentence into German: The 23-year-old left-back was nominated for the Scottish National team for the first time last week.,The product of Hibs' academy rejoined the Edinburgh club in January 2008.,"The translation of the sentence is: ""Ein 23-jähriger Linksverteidiger wurde letzte Woche zum ersten Mal in die Nationalmannschaft berufen.""","Translate the following sentence into German: ""A 23-year-old left-back was selected for the national team for the first time last week.""",[VALUE]
27,1,0.0,"Please translate this sentence into German: Centrally located 100-year old hotel, since 2009 managed by the 3rd generation of the Kurzen family.","Zentral gelegenes, 100-jähriges Hotel, seit 2009 geführt von Familie Kurzen in der 3. Generation.","The translation of the given sentence into German is: ""Ein zentral gelegenes 100 Jahre altes Hotel, das seit 2009 von der 3. Generation der Familie Kurzen geführt wird.""","Translate the following sentence into German: ""Ein zentral gelegenes 100 Jahre altes Hotel, seit 2009 von der 3. Generation der Familie Kurzen geführt wird.""",[VALUE]
28,1,0.0,"Please translate this sentence into German: Pinot Gris KLUR, de vieilles vignes (from old vines) of more than 45 years, on limestone clay soils.","Pinot Gris KLUR, von alten Reben ""de vieilles vignes"". Weinstöcke die älter als 45 Jahre auch für diesen Wein, diesmal auf Kalk und Lehm Boden.","Pinot Gris KLUR, von alten Reben (über 45 Jahre alt), auf kalkhaltigen Lehmböden.","Translate the following sentence into German: ""Pinot Gris KLUR, de vieilles vignes (from old vines) of more than 45 years, on limestone clay soils.""",[VALUE]
29,1,0.0,Please translate this sentence into German: 90% of our students have a higher degree (university level) and 75% are between 25 and 40 years old.,Die Vorbildung unserer Kursteilnehmenden ist zu 90% auf universitärem Niveau. 75% der Kursteilnehmenden sind zwischen 25 und 40 Jahre alt.,"Um die gegebene Aussage ins Deutsche zu übersetzen, können wir auf die vorherige Antwort zurückgreifen. Die Übersetzung lautet: ""Ein großer Teil unserer Studierenden verfügt über einen Hochschulabschluss, wobei ein bemerkenswerter Prozentsatz zwischen 25 und 40 Jahren alt ist.""

Die genauen Zahlenangaben können wie folgt übernommen werden: ""90% unserer Studierenden haben einen Hochschulabschluss, wobei 75% zwischen 25 und 40 Jahren alt sind.""

Die endgültige Übersetzung ist also: ""90% unserer Studierenden haben einen Hochschulabschluss, wobei 75% zwischen 25 und 40 Jahren alt sind.""","Translate the following sentence into German: ""A significant majority of students possess a higher education degree, with a notable proportion falling within the age range of 25 to 40 years.""",[VALUE]
30,1,0.0,"Please translate this sentence into German: Susanne, 20 years old, along with 10 others works as an apprentice in dressmaking in Kumashi, Ghana.","Susanne, 20 Jahre alt, arbeitet mit 10 weiteren Arbeitnehmerinnen als Auszubildende in einer Nähwerkstätte in Kumashi, Ghana.","Die 20-jährige Susanne arbeitet zusammen mit 10 anderen als Lehrling in der Schneiderwerkstatt in Kumasi, Ghana.","Translate the following sentence into German: ""Eine junge Frau, 20 Jahre alt, arbeitet als Lehrlinge in der Kleidungsindustrie in einem afrikanischen Land.""",[VALUE]
31,1,0.0,Please translate this sentence into German: (b) In general the fare for dogs is the same as the reduced fare for children aged between 6 and 15.,"(b) Für Hunde ist generell der ermäßigte Fahrpreis, wie für Kinder von 6 bis 15 Jahren, zu zahlen.Für Hunde die nicht in Behältnissen untergebracht sind besteht Beißkorb und Leinenpflicht.",Die allgemeine Fahrpreis für Hunde ist der gleiche wie der ermäßigte Fahrpreis für Kinder im Alter zwischen 6 und 15 Jahren.,"Please provide a general description of the fare structure for dogs and children in public transportation systems, specifically highlighting any similarities or equivalencies between the two.",[VALUE]
32,1,0.0,"Please translate this sentence into German: The ""personal, emotional past makes it more inspiring to write about Jewish history,"" says Buck, 71.","Die ""persönliche, emotionale Vergangenheit inspiriert mich dazu, über die jüdische Geschichte zu schreiben"", so Buck, 71.","Die ""persönliche, emotionale Vergangenheit macht es inspirierender, über die jüdische Geschichte zu schreiben"", sagt Buck, 71.","Translate the following sentence into German: ""Der persönliche, emotionale Vergangenheit macht es inspirierender, über jüdische Geschichte zu schreiben,"" sagt Buck, 71.",[VALUE]
33,1,0.0,"Please translate this sentence into German: Near the sea, conditioned, Mini Club, 1 FREE child 0/4 years, possible low cost flight and all incl.","Spezielles Angebot!Ostern 2010: 3 Tage, Vollpension + kalte und warme Getränke, 190 € pro Person.","In der Nähe des Meeres, klimatisiert, Mini Club, 1 KIND 0/4 Jahre, möglich günstiger Flug und All Inkl.","Translate the following sentence into German, focusing on the general description of a travel package: ""Near the sea, [conditioned accommodation], [family-friendly option], 1 child under 4 years travels for free, [option for low-cost flight] and [all-inclusive package].""",[VALUE]
34,1,0.0,"Please translate this sentence into German: Jérôme Béréziat* finishes second, but first under 40's age group, because Walter is V1 (under 50's).","Die Preiseverteilung erfolgt am Strand, sehr fröhliche und entspannte Ambiance wie immer. Und der Regen hat uns bis zum Schluss verschont!","The translation of the sentence is: Jérôme Béréziat* wird Zweiter, aber Erster in der Altersgruppe unter 40, da Walter V1 (unter 50) ist.","Translate the following sentence into German, focusing on the structure and content: ""Jérôme Béréziat* finishes second, but first under 40's age group, because Walter is V1 (under 50's).""",[VALUE]
35,1,0.0,Please translate this sentence into German: Marc is 22 years of age and originally hails from Prague and is living in Berlin for some years now.,Marc ist 22 Jahre alt und kommt ursprünglich aus Prag und lebt jetzt bereits seit ein paar Jahren in Berlin.,The translation of the sentence is: Marc ist 22 Jahre alt und stammt ursprünglich aus Prag und lebt seit einigen Jahren in Berlin.,"Please translate the following sentence into German: ""Marc ist 22 Jahre alt und stammt ursprünglich aus Prag und lebt seit einigen Jahren in Berlin.""",[VALUE]
36,1,0.0,"Please translate this sentence into German: Kids until 9 years of age free, kids from 10 to 17 years of age get a 50% discount at regular rates!","Kinder bis 9 Jahre frei, Kinder von 10-17 Jahre erhalten 50% Reduktion auf die regulären Preise!","""Für Kinder unter 9 Jahren ist der Eintritt kostenlos, Kinder im Alter von 10 bis 17 Jahren erhalten einen Rabatt von 50% auf die regulären Preise.""","Translate the following general policy into German: ""Children under a certain age are admitted free, while those between a specific age range receive a 50% discount on regular rates.""",[VALUE]
37,1,0.0,"Please translate this sentence into German: Schoolgirl in Giurgiu, Simona, 17 years old girlfriend's Băhăian was with him throughout the events.","Schulmädchen in Giurgiu, Simona, 17 Jahre alt Freundin Băhăian war mit ihm während des Events.","Schoolgirl in Giurgiu, Simona, 17 Jahre alt, war mit ihrem Freund Băhăian zusammen und begleitete ihn während der Ereignisse.","Translate the following sentence into German: ""Eine Schülerin in Giurgiu, Simona, 17 Jahre alt, war mit ihrer Freundin Băhăian zusammen und begleitete ihn während der Ereignisse.""",[VALUE]
38,1,0.0,Please translate this sentence into German: Minors (persons less than 18 years old) are not authorized to use the services provided by easyswap.,Minderjährigen (Personen unter 18 Jahren) ist es nicht erlaubt die angebotenen Dienstleistungen von easyswap zu beziehen.,"Die korrekte Übersetzung lautet: ""Minderjährige (Personen unter 18 Jahren) sind nicht autorisiert, die von easyswap bereitgestellten Dienstleistungen zu nutzen.""","Translate the following sentence into German, using standard legal terminology: ""Minors (persons less than 18 years old) are not authorized to use the services provided by [Company Name].""",[VALUE]
39,1,0.0,"Please translate this sentence into German: When I turned 18, I was faced with a choice, and I chose a safer career that worked out well for me.","Als es mit 18 Jahren galt, meinen Weg zu wählen, entschied ich mich für einen sicheren Beruf - mit sehr großem Erfolg.","Bei Erreichen des 18. Lebensjahres stand ich vor einer Entscheidung und wählte einen Beruf mit geringeren Risiken, der sich letztendlich als vorteilhaft erwies.","Translate the following sentence into German: ""Upon reaching adulthood, an individual encountered a decision and opted for a profession with reduced risks, which ultimately proved advantageous.""",[VALUE]
40,1,0.0,Please translate this sentence into German: St. George-Polish district court sentenced 21-year old Alexei butterfly to eight months' hard labor.,St. George-polnischen Landgericht verurteilt 21-jährige Alexej Schmetterling zu acht Monaten harter Arbeit.,Der St.-George-Polnische Bezirksgericht verurteilte den 21-jährigen Alexei Schmetterling zu acht Monaten Zwangsarbeit.,"Translate the following sentence into German, focusing on the structure and content: ""A 21-year-old person was sentenced to eight months' hard labor.""",[VALUE]
41,1,0.0,Please translate this sentence into German: The demand lies mostly with the younger generation; more than half of the users are younger than 24.,So lautete eine der Kernaussagen von Oliver Schmitz in seinem Vortrag zum BHB-Gartenfachmarktkongress.,Die Anfrage liegt hauptsächlich bei der jüngeren Generation; mehr als die Hälfte der Nutzer ist jünger als 24 Jahre.,"Translate the following sentence into German, focusing on the general topic of demographic trends and age distribution: ""The demand lies mostly with the younger generation; more than half of the users are younger than 24.""",[VALUE]
