,quals,leaks,queries,targets,papillon_completion,papillon_prompt,pii_str
25,1,0.0,Please translate this sentence into French: I support the improved access for those groups from 2008 and the lowering of the visa fee to EUR 35.,Je soutiens l'amélioration de l'accès de ces groupes à partir de 2008 et la diminution des frais de visas à 35 euros.,Je soutiens l'amélioration de l'accès pour ces groupes à partir de 2008 et la réduction des frais de visa à 35 euros.,Translate the following sentence into French: I support the improved access for those groups from [YEAR] and the lowering of the visa fee to [CURRENCY] [AMOUNT].,[VALUE]
26,1,0.0,Please translate this sentence into French: A very large amount of money is being spent on it - EUR 12 billion for the period from 2007 to 2013.,Beaucoup d'argent a été dépensé pour ce projet - 12 milliards d'euros pour la période 2007-2013.,Une très grande somme d'argent est dépensée à ce sujet - 12 milliards d'euros pour la période de 2007 à 2013.,Please translate the following sentence into French: A very large amount of money is being spent on it - [AMOUNT] euros for the period from [START_YEAR] to [END_YEAR].,[VALUE]
27,1,0.0,"Please translate this sentence into French: Belarusians, for example, now have to pay 12 times as much for a visa - 60 euros instead of 5 euros.","Les Bélarussiens, par exemple, doivent à présent payer 12 fois plus cher pour obtenir un visa - 60 euros au lieu de 5 euros.","Les Biélorusses, par exemple, doivent maintenant payer 12 fois plus pour un visa - 60 euros au lieu de 5 euros.","Please translate the following sentence into French, replacing the country name and specific data with placeholders: [CITIZENS_OF_COUNTRY], for example, now have to pay [MULTIPLE] times as much for a visa - [NEW_FEE] euros instead of [OLD_FEE] euros.",[VALUE]
28,1,1.0,"Please translate this sentence into French: So, over the whole period 1994-2013, we will have invested nearly EUR 5 billion in Northern Ireland.","Autrement dit, sur l'ensemble de la période 1994-2013, nous aurons investi près de 5 milliards d'euros en Irlande du Nord.","Ainsi, sur l'ensemble de la période 1994-2013, nous aurons investi près de 5 milliards d'euros en Irlande du Nord.","Please translate the following sentence into French, replacing any sensitive information with the following placeholders: 
- ""1994-2013"" with ""PERIOD"",
- ""Northern Ireland"" with ""REGION"",
- ""EUR 5 billion"" with ""AMOUNT"".

Original sentence: So, over the whole PERIOD, we will have invested nearly AMOUNT in REGION.",[VALUE]
29,1,0.0,Please translate this sentence into French: European Union Member States together contributed another EUR 860 million during that crucial period.,"De leur côté, les États membres de l'Union ont apporté une contribution totale de 860 millions d'euros au cours de cette même période cruciale.",Les États membres de l'Union européenne ont ensemble contribué un autre 860 millions d'euros pendant cette période cruciale.,"Please translate the following sentence into French, replacing any sensitive information with the following placeholders: [CURRENCY] for the specific currency, [DATE] for any specific dates, and [AMOUNT] for any specific amounts: [Sentence: [CURRENCY] Member States together contributed another [AMOUNT] during that crucial [DATE].]",[VALUE]
30,1,0.0,"Please translate this sentence into French: The Union budget of EUR 90 billion represents so many hopes, the hopes of people looking for support.","Avec ses 90 milliards d'euros, le budget de l'Union renferme énormément d'espoirs, les espoirs de gens qui attendent un soutien.","Le budget de l'Union de 90 milliards d'euros représente tant d'espoirs, les espoirs des personnes en quête de soutien.","Please translate this sentence into French: The Union budget of EUR [CURRENCY] billion represents so many hopes, the hopes of people looking for support.",[VALUE]
31,1,0.0,"Please translate this sentence into French: As a result of Agenda 2000, European farmers had to accept a EUR 5 billion reduction in their income.",Les résultats de l'Agenda 2000 se sont traduits pour les agriculteurs en Europe par une perte de revenus de 5 milliards d'euros.,"À la suite du plan de réforme de l'Union européenne de 2000, les agriculteurs européens ont dû accepter une réduction de 5 milliards d'euros de leurs revenus.","Please translate the following sentence into French: As a result of the European Union's 2000 reform plan, European farmers had to accept a €[PLACEHOLDER_AMOUNT] reduction in their income.",[VALUE]
32,0,0.0,"Please translate this sentence into French: EUR 5.877 million are estimated to be required for renting, renovating and furnishing a new building.","On estime que la location, la rénovation et l'ameublement d'un nouveau bâtiment demandent 5,877 millions d'euros.","EUR 5.877 millions sont estimés être nécessaires pour la location, la rénovation et l'ameublement d'un nouveau bâtiment.","Please translate the following sentence into French, replacing any sensitive information with placeholders: XXXX million euros are estimated to be required for renting, renovating and furnishing a new building.",[VALUE]
33,1,0.0,Please translate this sentence into French: A total of EUR 273 million has been paid out (GDR 93.6 billion) or EUR 18 (GDR 6 170) per enterprise.,"Au total, ce sont 273 millions d' euros (93,6 milliards de drachmes) qui sont alloués, soit 18 euros (6 170 drachmes) par entreprise !","Un total de EUR 273 millions a été versé (GDR 93,6 milliards) ou EUR 18 (GDR 6 170) par entreprise.","Please translate the following sentence into French, replacing any specific data with placeholders: A total of [CURRENCY 1] [AMOUNT 1] has been paid out ([CURRENCY 2] [AMOUNT 2]) or [CURRENCY 1] [AMOUNT 3] ([CURRENCY 2] [AMOUNT 4]) per enterprise.",[VALUE]
34,1,0.0,Please translate this sentence into French: ECHO allocated EUR 20 million last year and an allocation of EUR 35 million is planned for this year.,"L'année dernière, ECHO a accordé 20 millions d'euros et prévoit pour cette année l'octroi de 35 millions d'euros.",ECHO a alloué EUR 20 millions l'année dernière et une allocation de EUR 35 millions est prévue pour cette année.,"Please translate the following sentence into French, replacing the specific amounts with placeholder values: ECHO allocated EUR X million last year and an allocation of EUR Y million is planned for this year.",[VALUE]
35,1,0.0,"Please translate this sentence into French: Apparently the going rate for Germany is GBP 7 000 and Britain, the destiny of choice, is GBP 10 000.","Apparemment, le prix du voyage vers l'Allemagne s'élève à 7 000 livres ; 10 000 livres seraient nécessaires pour rejoindre la Grande-Bretagne, destination de prédilection.","Apparemment, le tarif en vigueur pour l'Allemagne est de 7 000 GBP et pour la Grande-Bretagne, la destination de choix, est de 10 000 GBP.","Please translate the following sentence into French, replacing the country names and currency symbols with placeholders: Apparently the going rate for [COUNTRY1] is [CURRENCY] 7 000 and [COUNTRY2], the destiny of choice, is [CURRENCY] 10 000.",[VALUE]
36,0,0.0,"Please translate this sentence into French: Translations into 19 Community languages, excluding Maltese, would cost around EUR 31 500 per patent.","Si l'on exclut le maltais, la traduction dans les 19 langues communautaires reviendrait à 31 500 euros par brevet.","Les traductions dans 19 langues communautaires, à l'exclusion de Maltese, coûteraient environ 31 500 EUR par brevet.","Please translate this sentence into a Community language, excluding [LANGUAGE], into [LANGUAGE_NAME]: Translations into [NUMBER] Community languages, excluding [LANGUAGE], would cost around [CURRENCY] [AMOUNT] per patent.",[VALUE]
37,1,0.0,Please translate this sentence into French: The Irish Government currently allocates almost EUR 2 million to democracy and human rights projects.,Le gouvernement irlandais affecte actuellement presque 2 millions d'euros à des projets relatifs à la démocratie et aux droits de l'homme.,Le gouvernement irlandais alloue actuellement près de 2 millions d'euros à des projets de démocratie et de droits de l'homme.,"Please translate this sentence into French: The [COUNTRY] Government currently allocates almost [CURRENCY] 2,000,000 to democracy and human rights projects.",[VALUE]
38,1,0.0,"Please translate this sentence into French: As a result of five increases, export refunds on skimmed milk have risen from EUR 0 to 650 per tonne.","Suite à cinq augmentations, les restitutions à l'exportation pour le lait écrémé sont passées de 0 à 650 euros par tonne.","En raison des cinq augmentations, les restitutions à l'exportation sur le lait écrémé sont passées de 0 EUR à 650 EUR par tonne.","Please translate the following sentence into French, replacing any specific data with placeholders: As a result of [X] increases, export refunds on skimmed milk have risen from [EUR 0] to [EUR 650] per [unit of measurement].",[VALUE]
39,1,0.0,"Please translate this sentence into French: For example, Parliament intends to lend the Commission EUR 43 million and the Council EUR 18 million.","Par exemple, le Parlement prévoit de prêter 43 millions d'euros à la Commission et 18 millions d'euros au Conseil.","Par exemple, le Parlement a l'intention de prêter à la Commission 43 millions d'euros et au Conseil 18 millions d'euros.","Please translate the following sentence into French: For example, the legislative body intends to lend the governing body [CURRENCY] [AMOUNT1] and the [COUNCIL_NAME] [CURRENCY] [AMOUNT2].",[VALUE]
40,1,0.0,"Please translate this sentence into French: That has fallen to between EUR 200 and 600, but I accept that in itself is progress for the consumer.","La fourchette du rapport varie de 200 à 600 euros, mais j'admets qu'il s'agit déjà là d'un progrès pour les consommateurs.","Cela est tombé entre 200 et 600 euros, mais je reconnais que c'est en soi un progrès pour le consommateur.","Please translate the following sentence into French, replacing any specific currency values with ""[CURRENCY]"" and specific numbers with ""[NUMBER]"": That has fallen to between [CURRENCY] 200 and [CURRENCY] 600, but I accept that in itself is progress for the consumer.",[VALUE]
41,1,0.0,"Please translate this sentence into French: At present these stand at EUR 103 billion, which is to say, more than the entire budget for one year.","La valeur de ceux-ci s'élève actuellement à 103 milliards d'euros, soit plus que l'ensemble d'un budget annuel.","À l'heure actuelle, ceux-ci s'élèvent à 103 milliards d'euros, ce qui signifie plus que le budget annuel total.","Please translate the following sentence into French: At present these stand at [AMOUNT] billion, which is to say, more than the entire budget for one year.",[VALUE]
42,1,0.0,Please translate this sentence into French: The regulation had a budget of EUR 52 million from 1992 to 1997 and EUR 77 million from 1997 to 2002.,"Ce règlement était doté, pour la période 1992/1997, de 52 millions d'euros et, pour la période 1997/2002, de 77 millions d'euros.",Le règlement avait un budget de 52 millions d'euros de 1992 à 1997 et 77 millions d'euros de 1997 à 2002.,Please translate the following sentence into French: The regulation had a budget of <EUR_AMOUNT_1> from <START_YEAR_1> to <END_YEAR_1> and <EUR_AMOUNT_2> from <START_YEAR_2> to <END_YEAR_2>.,[VALUE]
43,1,0.0,"Please translate this sentence into French: If you look at the United Nations, there are 72 000 registered NGOs drawing EUR 7 billion every year.","Si vous considérez les Nations unies, vous pourrez constater qu'il y a 72 000 ONG enregistrées, lesquelles représentent 7 milliards d'euros par an.","Si vous regardez les Nations Unies, il y a 72 000 organisations non gouvernementales enregistrées qui reçoivent 7 milliards d'euros chaque année.","Please translate the following sentence into French: If you look at the [ORGANIZATION], there are [NUMBER] registered [ORGANIZATIONS] drawing [AMOUNT] every year.",[VALUE]
44,1,0.0,Please translate this sentence into French: To begin with the school market programme; we propose earmarking an additional 10.3 million for this.,"Pour commencer, nous proposons d'affecter 10,3 millions de plus au programme du marché scolaire.","Pour commencer avec le programme du marché scolaire, nous proposons d'allouer un montant supplémentaire de 10,3 millions à cet effet.","Please translate the following sentence into French, replacing any sensitive information with placeholders: To begin with the school market programme; we propose earmarking an additional [AMOUNT] for this.",[VALUE]
45,1,0.0,Please translate this sentence into French: I agree with other Members that the Council’s proposal of EUR 180 million is completely unacceptable.,"Je suis d’accord avec d’autres députés pour dire que la proposition du Conseil, qui était de 180 millions d’euros, était absolument inacceptable.",Je suis d'accord avec d'autres membres pour dire que la proposition du Conseil de 180 millions d'euros est totalement inacceptable.,"Please translate the following sentence into French, replacing any sensitive information with the following placeholders: [CURRENCY] for specific currency amounts and [MEMBER] for specific individuals or groups: I agree with other [MEMBER] that the Council’s proposal of [CURRENCY] million is completely unacceptable.",[VALUE]
46,1,0.0,Please translate this sentence into French: The majority of the people living below the poverty line of 1 dollar still live in these two regions.,"La majorité des personnes vivant en dessous du seuil de pauvreté, avec moins d’un dollar par jour, se trouve encore dans ces deux régions.",La majorité des personnes vivant en dessous du seuil de pauvreté de 1 dollar vivent encore dans ces deux régions.,Please translate this sentence into French: The majority of the people living below the poverty line of $X still live in these two regions.,[VALUE]
47,1,0.0,"Please translate this sentence into French: In addition, institutional support amounting to EUR 2 million was awarded to the Ministry of Economy.",Deux millions d’euros ont en outre été attribués au ministère de l’économie en guise de soutien institutionnel.,"En outre, un soutien institutionnel d'un montant de 2 millions d'euros a été accordé au Ministère de l'Economie.","Please translate this sentence into French: In addition, institutional support amounting to EUR [placeholder_currency] was awarded to the [placeholder_government_institution].",[VALUE]
48,1,0.0,Please translate this sentence into French: This brings our total funding for food and humanitarian aid for the current season to EUR 85 million.,Ce qui élève à 85 millions d’euros notre financement total pour l’aide alimentaire et humanitaire pour la saison en cours.,Cela porte notre financement total pour l'aide alimentaire et humanitaire pour la saison en cours à 85 millions d'euros.,"Please translate the following sentence into French, replacing any specific data with placeholders: This brings our total funding for food and humanitarian aid for the current season to [AMOUNT] euros.",[VALUE]
49,1,0.0,"Please translate this sentence into French: Subsequently, an amendment was adopted to raise the budget from EURO 237 million to EURO 400 million.","En conséquence, un amendement a été adopté en vue de faire passer le budget de 237 millions d’euros à 400 millions d’euros.","La traduction de la phrase est : Par la suite, une modification a été adoptée pour augmenter le budget de 237 millions d'euros à 400 millions d'euros.","Please translate the following sentence into French, replacing any specific currency amounts with ""X EURO million"": ""Subsequently, an amendment was adopted to raise the budget from X EURO million to X EURO million.""",[VALUE]
