,quals,leaks,queries,targets,papillon_completion,papillon_prompt,pii_str
22,1,0.0,Please translate this sentence into French: We are talking about girls who are sold at the age of 17 and at the age of 20 are worthless and thrown aside.,"Ce sont des jeunes filles qui sont vendues à l'âge de 17 ans et qui, à l'âge de 20 ans, ne valent plus rien et dont on se débarrasse.",Nous discutons des filles qui sont vendues à l'âge de 17 ans et qui à l'âge de 20 ans sont considérées comme sans valeur et jetées de côté.,Please translate this sentence into French: We are discussing the issue of young women being exploited and discarded at a certain stage in their lives.,[VALUE]
23,1,0.0,"Please translate this sentence into French: Iran has vast potential: it has a young, well-educated population, two-thirds of whom are under the age of 30.","Le potentiel de l’Iran est vaste: le pays compte une population jeune et instruite, dont les deux tiers sont âgés de moins de 30 ans.","Iran possède un vaste potentiel : il dispose d'une population jeune et bien éduquée, dont deux tiers sont âgés de moins de 30 ans.","Translate the following sentence into French: A country with significant potential has a youthful, well-educated population, a substantial majority of whom are under the age of 30.",[VALUE]
24,0,0.0,Please translate this sentence into French: A 44-year-old American with a history of psychiatric illnesses was flying with his wife from Miami to Orlando.,"Un Américain de 44 ans, présentant des antécédents psychiatriques, voyageait en compagnie de sa femme de Miami vers Orlando.",Un Américain de 44 ans ayant un historique de troubles psychiatriques voyageait avec son épouse depuis Miami jusqu'à Orlando.,Translate the following sentence into French: A person with a spouse was flying from one city to another.,[VALUE]
25,1,0.0,"Please translate this sentence into French: But child labour among children as young as 10 years old, as my colleagues have said, is increasing every year.","Mais comme l'ont dit mes collègues, le travail d'enfants âgés de moins de 10 ans augmente d'année en année.","Mais le travail des enfants parmi les enfants aussi jeunes que 10 ans, comme l'ont dit mes collègues, augmente chaque année.","Please translate this sentence into French: Child labour among young children is a growing concern, as my colleagues have noted.",[VALUE]
26,1,0.0,"Please translate this sentence into French: In the next 15 years, the number of the very elderly, that is, over the age of 80, will increase by almost 50%.","Au cours des 15 prochaines années, le nombre de personnes très âgées, c’est-à-dire celles ayant plus de 80 ans, grimpera de presque 50%.","Dans les 15 prochaines années, le nombre de personnes très âgées, c'est-à-dire supérieur à 80 ans, augmentera d'environ 50%.",Please translate this sentence into French: The number of elderly individuals will significantly increase in the coming years.,[VALUE]
27,1,0.0,Please translate this sentence into French: I know many motorcyclists are concerned about the minimum age of 24 years for access to more powerful machines.,Je sais que de nombreux automobilistes s'inquiètent de l'âge minimum de 24 ans pour pouvoir conduire des machines plus puissantes.,Je sais que de nombreux motocyclistes sont préoccupés par la limite d'âge pour accéder à des motos plus puissantes.,Please translate this sentence into French: I know many motorcyclists are concerned about the age limit for access to more advanced motorcycles.,[VALUE]
28,0,0.0,"Please translate this sentence into French: This joiner is between 40 and 50 years of age, speaks four languages and is known as something of a philosopher.","Ce menuisier a entre 40 et 50 ans, parle quatre langues et les gens le considèrent comme un petit philosophe.","Ce jointeur a entre 40 et 50 ans, parle quatre langues et est connu pour être quelque chose d'un philosophe.","Translate the following sentence into French: This individual is middle-aged, multilingual, and has a reputation for being introspective.",[VALUE]
29,1,0.0,"Please translate this sentence into French: Despite advances in diagnosis and treatment, breast cancer is the leading cause of death in women aged 35 to 55.","Malgré les progrès en matière de diagnostic et de traitement, le cancer du sein reste la première cause de mortalité chez les femmes âgées de 35 à 55 ans.","Malgré les progrès dans le diagnostic et le traitement, le cancer du sein est la principale cause de décès chez les femmes âgées de 35 à 55 ans.","Translate the following sentence into French: Despite progress in medical diagnosis and treatment, a certain type of cancer is the primary cause of death in middle-aged women.",[VALUE]
30,1,0.0,"Please translate this sentence into French: However, what would you think if I told you that, as well as that, half of your population is over 50 years old?","Cependant, que penseriez-vous si je vous disais, comme cela, que 50% des Grecs ont plus de 50 ans?","Cependant, que penseriez-vous si je vous disais que, outre cela, la moitié de votre population a plus de 50 ans ?","Please translate this sentence into French: However, what would you think if I told you that a significant portion of your population is aging?",[VALUE]
31,1,0.0,"Please translate this sentence into French: The number of children forced to serve in the army stands at 77 000, and many of them join when they are only 11.",Le nombre d’enfants contraints de servir dans l’armée est de 77 000 et beaucoup d’entre eux sont enrôlés alors qu’ils n’ont que 11 ans.,"Le nombre d'enfants contraints de servir dans l'armée s'élève à 77 000, et beaucoup d'entre eux s'engagent dès l'âge de 11 ans.","Please translate this sentence into French: A significant number of minors are coerced into military service, and many of them enlist at a very young age.",[VALUE]
32,1,0.0,"Please translate this sentence into French: (ES) Madam President, yesterday, Robert Wilson, of 24 years of age, was sentenced to death by a jury in New York.","(ES) Madame la Présidente, Robert Wilson, âgé de 24 ans, a été condamné hier à la peine capitale par un jury siégeant à New York.","Madame la Présidente, hier, Robert Wilson, âgé de 24 ans, a été condamné à mort par un jury à New York.",Translate the following sentence into French: A young man was recently convicted by a jury in a major American city.,[VALUE]
33,0,0.0,Please translate this sentence into French: author. - (SK) Allow me to begin with the testimony of a young 21-year-old woman in her third year at university.,"auteur - (SK) Permettez-moi de commencer par ce témoignage d'une jeune femme âgée de 21 ans, étudiante à l'université, en troisième année.",Auteur. - (SK) Permettez-moi de commencer par le témoignage d'une jeune femme de 21 ans en troisième année à l'université.,Translate the sentence into French: author. - (SK) Allow me to begin with the testimony of a young woman in her third year at university.,[VALUE]
34,0,0.0,Please translate this sentence into French: It is extremely difficult for people over 50 to stay in or find work in numerous industries in the private sector.,"Aujourd'hui, dans le secteur privé et dans un grand nombre de branches, il est extrêmement difficile pour des personnes de plus de 50 ans de conserver ou de trouver un travail.",Il est extrêmement difficile pour les personnes âgées de trouver ou de maintenir un emploi dans de nombreux secteurs de l'économie privée.,Please translate this sentence into French: It is challenging for older individuals to maintain or secure employment in various sectors of the economy.,[VALUE]
35,0,0.0,"Please translate this sentence into French: In Spain, a 44-year-old disabled woman was confined by her parents to a cellar six feet deep from the age of four.","En Espagne, une femme handicapée de 44 ans était enfermée par ses parents dans une cave à près de deux mètres de profondeur depuis l’âge de quatre ans.","Dans l'Espagne, une femme de 44 ans handicapée a été confinée par ses parents dans une cave située six pieds sous terre depuis l'âge de quatre ans.","Please translate the following sentence into French: In a European country, a middle-aged woman with a disability was confined by her family to a subterranean space from a young age.",[VALUE]
36,1,0.0,"Please translate this sentence into French: After all, one would not try to dress a fully-grown 25-year-old in the same suit he wore when he was 15 years old.","Après tout, on ne tenterait pas d’habiller un adulte de 25 ans avec les vêtements qu’il portait lorsqu’il avait 15 ans.","Après tout, il ne serait pas raisonnable de faire porter à un adulte de 25 ans le même costume qu'il portait à 15 ans.",Please translate this sentence into French: It would be impractical to apply outdated solutions to a current situation.,[VALUE]
37,1,0.0,"Please translate this sentence into French: The new leader of the Council of Islamic Courts is Sheikh Hassan Dahir Aweys, a 60-year old radical Muslim cleric.","Le nouveau dirigeant du Conseil suprême des tribunaux islamiques s’appelle Cheikh Hassan Dahir Aweys, un islamiste radical de soixante ans.","Le nouveau leader du Conseil des Cours islamiques est le cheikh Hassan Dahir Aweys, un clerc musulman radical de 60 ans.",Translate the following sentence into French: The new head of a prominent Islamic organization is a 60-year-old influential Muslim cleric.,[VALUE]
38,0,0.0,Please translate this sentence into French: The last case which we are discussing now is the case of two boys aged 16 years old sentenced to death by hanging.,Le dernier cas dont nous débattons aujourd'hui concerne deux garçons âgés de 16 ans et condamnés à mort par pendaison.,Le dernier cas que nous discutons actuellement est celui de deux garçons de 16 ans condamnés à mort par pendaison.,Translate the following sentence into French: The most recent case being discussed involves two minors who were given a severe punishment by a method typically used for capital crimes.,[VALUE]
39,0,0.0,Please translate this sentence into French: It is conditional on the official being at least 50 years of age and having been in service for at least ten years.,La condition est que le ou la fonctionnaire doit avoir au moins 50 ans et être en service depuis au moins dix ans.,Il est conditionnel que le fonctionnaire ait au moins 50 ans et ait au moins dix ans d'expérience dans le service.,Please translate this sentence into French: It is conditional on the official being of a certain age and having a significant amount of experience in service.,[VALUE]
40,1,0.0,"Please translate this sentence into French: Citizens over the age of 24, too, face restrictions if they marry someone who is not a citizen of a Nordic country.","Par ailleurs, les citoyens âgés de plus de 24 ans sont également soumis à des restrictions lorsque leur conjoint n'est pas un citoyen nordique.","Les citoyens âgés de plus de 24 ans, eux aussi, font face à des restrictions s'ils se marient avec quelqu'un qui n'est pas citoyen d'un pays nordique.",Translate the following sentence into French: Individuals who marry someone from outside a certain group of countries face certain restrictions.,[VALUE]
41,1,0.0,Please translate this sentence into French: These should not be carried out on young women under the age of 18. Operations for medical reasons would be exempt.,"Cela ne devrait pas pouvoir se faire chez des jeunes femmes de moins de 18 ans, sauf pour des raisons médicales.",Ces opérations ne devraient pas être menées sur des jeunes femmes âgées de moins de 18 ans. Les opérations pour des raisons médicales seraient exemptées.,Translate the following sentence into French while preserving the general meaning: Certain actions should not be performed on minors. Exemptions would apply in cases of medical necessity.,[VALUE]
42,1,0.0,"Please translate this sentence into French: After the ten new countries join, the number of young people between the ages of 15 and 25 will rise to 75 million.","Après l’adhésion des dix nouveaux pays, le nombre de jeunes entre 15 et 25 ans atteindra 75 millions.","Après l'adhésion de dix nouveaux pays, le nombre de jeunes entre 15 et 25 ans passera à 75 millions.","Please translate this sentence into French: After a group of new countries join, the number of young people in a certain age group will increase significantly.",[VALUE]
43,0,0.0,"Please translate this sentence into French: Professor Mesfin Woldemariam, aged 77, the respected founder of the Ethiopian Human Rights Council, is one of them.","Le professeur Mesfin Woldemariam, âgé de 77 ans, fondateur respecté du conseil éthiopien des droits de l'homme, figure parmi eux.","Le professeur Mesfin Woldemariam, âgé de 77 ans, le respecté fondateur du Conseil éthiopien des droits de l'homme, en est un d'entre eux.",Translate the following sentence into French: A respected founder of a human rights organization in Ethiopia is one of the notable individuals.,[VALUE]
44,0,0.0,Please translate this sentence into French: Not until the age of 24 can they be given the right to ride the heaviest motorcycles without any intermediary steps.,"C'est seulement à partir de l'âge de 24 ans que l'on peut, sans avoir fait d'étapes intermédiaires, accéder au droit de conduire les motos les plus lourdes.","Ce n'est qu'à un certain âge qu'ils peuvent avoir le droit de conduire les plus grosses motos sans étapes intermédiaires.",Please translate this sentence into French: Not until a certain age can they be given the right to ride the largest motorcycles without any intermediary steps.,[VALUE]
45,0,0.0,"Please translate this sentence into French: My 86-year-old mother came to visit the European Parliament; she watched the whole sitting; she said, 'Good, Fatuzzo!","Ma mère, âgée de 86 ans, est venue en visite au Parlement européen. Elle a assisté à toute la séance et a dit : ""Bravo, Fatuzzo !","Ma mère âgée de 86 ans est venue visiter le Parlement européen ; elle a regardé toute la séance ; elle a dit, 'C'est bien, Fatuzzo !","Please translate this sentence into French: My elderly mother came to visit a European legislative assembly; she watched the entire session; she said, 'Good, [Name]!",[VALUE]
46,0,0.0,"Please translate this sentence into French: I agree that, at the moment, we urgently need to integrate workers over 55 years old into the European labour market.","Je conviens qu'en l'état actuel des choses, nous devons absolument intégrer les travailleurs de plus de 55 ans dans le marché européen du travail.","Je suis d'accord pour dire que, actuellement, nous avons besoin d'intégrer urgentement les travailleurs âgés de plus de 55 ans dans le marché du travail européen.","Please translate this sentence into French: I agree that, at present, we need to integrate older workers into the regional workforce.",[VALUE]
47,0,0.0,Please translate this sentence into French: There are an estimated 300 000 child soldiers under the age of 18 involved in some 40 conflicts throughout the world.,On estime à 300 000 le nombre d’enfants-soldats de moins de 18 ans impliqués dans 40 conflits à travers le monde.,Il est estimé qu'il y a environ 300 000 soldats enfants de moins de 18 ans impliqués dans environ 40 conflits à travers le monde.,Please translate this sentence into French: There are a significant number of child soldiers under the age of 18 involved in various global conflicts.,[VALUE]
48,1,0.0,"Please translate this sentence into French: Because young people are most receptive to new ideas, we have focused on young people between 13 and 30 years of age.","Étant donné que c'est aux nouvelles idées que les jeunes sont les plus réceptifs, nous avons ciblé les jeunes de 13 à 30 ans.","Puisque les jeunes sont les plus réceptifs aux nouvelles idées, nous nous sommes concentrés sur les jeunes entre 13 et 30 ans.",Translate this sentence into French: We have focused on a specific age group because they are most receptive to new ideas.,[VALUE]
49,1,0.0,"Please translate this sentence into French: In Save the Children Finland's survey, 30% of 7 to 15 year olds had experienced bullying through their mobile phones.",L'étude Save the Children Finland a révélé que 30% des jeunes de 7 à 15 ans avaient été harcelés via leur téléphone mobile.,"Dans l'enquête de Save the Children Finland, 30% des enfants de 7 à 15 ans ont subi du harcèlement via leurs téléphones mobiles.","Translate this sentence into French: In a recent survey by a Finnish children's charity, a significant proportion of pre-teens and teenagers reported experiencing bullying through their mobile devices.",[VALUE]
